"CountryName","Year","PartialCollaborative","DefExp","pDefExpGDP","pDefExpGov","pcapDefExp","DefPers","DefCon","DefInv","DefProc","DefRnD","DefRnT","DefOnM","DefOth","CollabProc","EurCollabProc","CollabRnT","EurCollabRnT","dYear","OBS_VALUE","EUregion","NATOregion"
"Hungary",2017,FALSE,1516090708.8727,11933.5218932604,25548.1736907757,154893272.953707,NA,NA,281777068.61095,281120521.300221,656547.310728543,64684.4641111865,NA,NA,NA,NA,64684.4641111865,0,2017-07-01,1.0568,"Other Central and Eastern","Other Central and Eastern"
"Hungary",2018,FALSE,1368811349.98313,10059.3528496227,21799.3443366947,140023829.835133,NA,NA,174099619.351659,172848402.968246,1251216.38341302,0,NA,NA,NA,NA,0,0,2018-07-01,1.07432,"Other Central and Eastern","Other Central and Eastern"
"Hungary",2019,FALSE,1832197659.45331,12539.4564229263,27279.8906577543,187511146.033453,NA,NA,440890482.798747,436325420.213988,4565062.58475932,159854.043372044,NA,NA,NA,NA,NA,NA,2019-07-01,1.10354,"Other Central and Eastern","Other Central and Eastern"
"Hungary",2020,FALSE,2427088057.06638,17659.0240892245,34491.6987315044,248928278.751238,NA,NA,1105981205.68386,1103982680.75291,1998524.93094513,1998524.93094513,NA,NA,NA,NA,NA,NA,2020-07-01,1.08744,"Other Central and Eastern","Other Central and Eastern"
"Hungary",2021,FALSE,2590850000,16812.1074947017,35084.7519827553,266820389.924295,NA,NA,962870000,958110000,4760000,4760000,NA,NA,NA,NA,NA,NA,2021-07-01,1.134,"Other Central and Eastern","Other Central and Eastern"
"Hungary",2022,NA,3099.47,0.0182072753440148,0.0373099904590467,320.07844295485,NA,NA,1474.718,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-01,1.19782,"Other Central and Eastern","Other Central and Eastern"
"Ireland",2005,FALSE,9.2e+08,5405.7738365247,16212.5964825715,221154377.774947,6.88e+08,13700000,94200000,94200000,0,0,60200000,63899999.9999999,0,0,0,0,2005-07-01,0.90933,"Rest of EU27","EU27 outside NATO"
"Ireland",2006,FALSE,922330000,4985.69153611387,14730.4587806522,216010941.887616,704764000,18213000,85481000,85481000,0,0,88070000,25802000,0,0,0,0,2006-07-01,0.94043,"Rest of EU27","EU27 outside NATO"
"Ireland",2007,FALSE,978900000,4963.95315050529,13823.264431183,222468171.75661,731334000,24691000,96371000,96371000,0,0,97401000,29103000.0000001,0,0,0,0,2007-07-01,0.9517,"Rest of EU27","EU27 outside NATO"
"Ireland",2008,FALSE,1076780000,5734.99037581715,13716.1563986778,239495200.220639,777713000,23095000,94051000,94051000,0,0,123991000,57929999.9999999,0,0,0,0,2008-07-01,0.9469,"Rest of EU27","EU27 outside NATO"
"Ireland",2009,FALSE,988360000,5810.5703278543,12361.2059542302,217741207.054184,757017000,15904000,61027000,61027000,0,0,99999000,54412999.9999999,0,0,0,0,2009-07-01,0.90311,"Rest of EU27","EU27 outside NATO"
"Ireland",2010,FALSE,910600000,5433.71565066448,8347.35865591575,199703055.19796,684933000,10830000,84383000,84383000,0,0,94248000,36205999.9999999,0,0,0,0,2010-07-01,0.87701,"Rest of EU27","EU27 outside NATO"
"Ireland",2011,FALSE,881440000,5126.46330796002,11070.251587493,192573560.898024,714269000,7635000,70251000,70251000,0,0,89285000,0,0,0,0,0,2011-07-01,0.89216,"Rest of EU27","EU27 outside NATO"
"Ireland",2012,FALSE,900490000,5129.21142553789,12234.4031705186,196177919.336321,747550000,5200000,63260000,63260000,0,0,84480000,0,0,0,0,0,2012-07-01,0.91254,"Rest of EU27","EU27 outside NATO"
"Ireland",2013,FALSE,890630000,4939.75816743696,12281.3670386162,193538222.837436,740200000,5940000,67790000,67790000,0,0,76700000,0,0,0,0,0,2013-07-01,0.92213,"Rest of EU27","EU27 outside NATO"
"Ireland",2014,FALSE,892849000,4589.60548419531,12217.4025487103,193473446.533358,698320000,6412000,86737000,86737000,0,0,101380000,0,0,0,0,0,2014-07-01,0.92263,"Rest of EU27","EU27 outside NATO"
"Ireland",2015,FALSE,891390000,3401.76631274772,11757.5909462632,192017215.826842,694170000,7830000,75960000,75960000,0,0,113420000,9999.99999999091,0,0,0,0,2015-07-01,1,"Rest of EU27","EU27 outside NATO"
"Ireland",2016,FALSE,898930000,3262.10930114662,12018.2788324115,191938796.862122,700120000,7170000,88020000,88020000,0,0,103620000,0,0,0,0,0,2016-07-01,1.00728,"Rest of EU27","EU27 outside NATO"
"Ireland",2017,FALSE,920570000,3100.34311671761,11832.0934465084,191694761.019268,NA,NA,78040000,78040000,0,0,NA,NA,NA,NA,NA,NA,2017-07-01,1.01831,"Rest of EU27","EU27 outside NATO"
"Ireland",2018,FALSE,943740000,2894.52795767918,11427.1668559611,194159217.388621,NA,NA,88107000,88107000,0,0,NA,NA,NA,NA,NA,NA,2018-07-01,1.02926,"Rest of EU27","EU27 outside NATO"
"Ireland",2019,FALSE,1007060000,2824.64435302529,11671.2676768028,204389132.098142,NA,NA,119970000,119970000,0,0,NA,NA,NA,NA,NA,NA,2019-07-01,1.06602,"Rest of EU27","EU27 outside NATO"
"Ireland",2020,FALSE,1032260000,2768.4290842482,10142.4199102936,207267389.911913,NA,NA,147865000,147865000,0,0,NA,NA,NA,NA,0,0,2020-07-01,1.04934,"Rest of EU27","EU27 outside NATO"
"Ireland",2021,FALSE,1046400000,2482.39030653155,9958.87585762538,208503117.384625,NA,NA,114250000,1.14e+08,250000,250000,NA,NA,NA,NA,NA,0,2021-07-01,1.05624,"Rest of EU27","EU27 outside NATO"
"Ireland",2022,NA,1107,0.00220261906727937,0.0103897125815065,216.434558362058,NA,NA,118.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-01,1.11217,"Rest of EU27","EU27 outside NATO"
"Italy",2005,FALSE,26963750000,18099.8049305711,38392.6728035141,463369513.289088,NA,206647000,2184398000,2118624000,65774000,16634000,3336600000,21236105000,494820000,491325000,11555000,11555000,2005-07-01,0.85958,"Italy","Italy"
"Italy",2006,FALSE,2.6631e+10,17198.2333563453,36108.2637770293,455788623.340704,2.0899e+10,1.56e+08,2.351e+09,2.099e+09,2.52e+08,3.5e+07,2.21e+09,1.015e+09,3.97e+08,2.77e+08,1e+07,8300000,2006-07-01,0.87784,"Italy","Italy"
"Italy",2007,FALSE,20931530000,13004.5770528551,27792.8290978812,356054698.796,15243890000,212300000,2936180000,2595050000,341130000,48870000,2017570000,521590000,1948140000,1332380000,23230000,23230000,2007-07-01,0.8996,"Italy","Italy"
"Italy",2008,FALSE,22630610000,13865.5124433952,28988.9248127235,382003446.884722,16030060000,360870000,3301860000,3050160000,251700000,5.9e+07,2091800000,846020000,2518400000,2000520000,14180000,14180000,2008-07-01,0.9212,"Italy","Italy"
"Italy",2009,FALSE,21945680000,13952.5633901676,27273.1995212891,368350221.473255,16216040000,317490000,2544720000,2405260000,139460000,51470000,2374310000,493119999.999995,2104280000,1373080000,24630000,24630000,2009-07-01,0.93666,"Italy","Italy"
"Italy",2010,FALSE,21636580000,13484.8100516355,27029.0345711523,361636714.937088,16245450000,112380000,3140740000,3076500000,64240000,59700000,1652460000,485549999.999999,1398710000,1376420000,20410000,20410000,2010-07-01,0.94075,"Italy","Italy"
"Italy",2011,FALSE,21740888724,13277.1786135015,26888.338462604,361986159.240759,16257366123,285220068,2546732726,2368536660,178196066,59700000,2087287638,564282169.000002,1583579414,1486650917,4160000,3940000,2011-07-01,0.95587,"Italy","Italy"
"Italy",2012,FALSE,20600116849,12769.2083129554,25142.4222865561,341405769.211009,15872808240,209699327,1828105917,1735679133,92426784,58210945,2240624415,448878949.999998,702392742,692624971,8706643,5706643,2012-07-01,0.97066,"Italy","Italy"
"Italy",2013,FALSE,20077592343,12512.5295123579,24503.365763912,331059920.17663,15057995577,314215465,2512213573,2362790735,149422838,59388140,1782487998,410679730,940916074,896360132,5896519,5296519,2013-07-01,0.9818,"Italy","Italy"
"Italy",2014,FALSE,18427499000,11362.1853625572,22321.5895904044,303138210.633156,14080657000,201995000,2058815000,1955774000,103041000,43564720,1668688000,417344000.000001,782008000,673609000,7609984,7579984,2014-07-01,0.99077,"Italy","Italy"
"Italy",2015,FALSE,17642219520.695,10675.2902482812,21225.6633637421,290499674.310726,13682224341.4542,229261672.585363,1716657317.2959,1638260187.98839,78397129.3075086,28400000,1623931838.97894,390144350.3806,1306660000,822400000,6759330,6759330,2015-07-01,1,"Italy","Italy"
"Italy",2016,FALSE,20225932000,12032.4554953514,24384.7219425861,333609863.510783,1.4318e+10,1.41e+08,3862819000,3811639000,51180000,46100000,1.373e+09,531113000.000001,2532580000,2085900000,4900000,4900000,2016-07-01,1.01134,"Italy","Italy"
"Italy",2017,FALSE,21166020000,12188.2444533636,24994.6801035874,352753477.783352,NA,NA,4377949000,4332012000,45937000,45937000,NA,NA,2403570000,1682200000,1e+07,7e+06,2017-07-01,1.01869,"Italy","Italy"
"Italy",2018,FALSE,21702343000,12251.5825134033,25316.3242332723,362447525.936417,NA,NA,4152184000,4094398000,57786000,57786000,NA,NA,2141400000,1343300000,9e+06,1360820,2018-07-01,1.02957,"Italy","Italy"
"Italy",2019,FALSE,21142710000,11767.9560778656,24277.186044589,353976704.822273,NA,NA,4234763000,4168725000,66038000,5.3e+07,NA,NA,2296550000,1489100000,14002131.82,1662050,2019-07-01,1.03923,"Italy","Italy"
"Italy",2020,FALSE,2.2844e+10,13786.6853836632,24188.390758349,384327435.400049,NA,NA,5617550000,5556120000,61430000,48140000,NA,NA,2404400000,1025500000,11120000,11120000,2020-07-01,1.05556,"Italy","Italy"
"Italy",2021,FALSE,2.7365e+10,15413.1154262953,27754.6474961991,462952781.015637,NA,NA,5968760000,5907280000,61480000,61480000,NA,NA,2304630000,1328400000,9170000,8120000,2021-07-01,1.06186,"Italy","Italy"
"Italy",2022,NA,28757,0.0150626926900606,0.0268497195901259,487.889707778547,NA,NA,5985,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-01,1.09382,"Italy","Italy"
"Latvia",2005,FALSE,1.63e+08,11874.9011942654,34745.31471155,72808486.8788386,NA,18620000,14530000,14310000,220000,220000,48130000,81720000,0,0,0,0,2005-07-01,0.64932,"Baltics","Other Central and Eastern"
"Latvia",2006,FALSE,252944556,14652.2997857283,40659.2021655369,114007804.710952,91625758,24044815,29911233,29487504,423729,NA,96147751,11214999,NA,NA,NA,NA,2006-07-01,0.73005,"Baltics","Other Central and Eastern"
"Latvia",2007,FALSE,324237673.591349,14295.8533434984,42059.4644970053,147311792.020713,120034361,52250776,26526762,26253683,273079,NA,113664472,11761302.5913489,NA,NA,NA,NA,2007-07-01,0.87164,"Baltics","Other Central and Eastern"
"Latvia",2008,FALSE,370329735.845834,15205.0291161687,40389.2825774903,170053099.257408,166211810.082264,50396585.6366172,55450482.4798611,55278894.7083772,171587.771483875,NA,84483322.4217927,13787535.2252996,NA,NA,NA,NA,2008-07-01,0.96969,"Baltics","Other Central and Eastern"
"Latvia",2009,FALSE,227422878.873239,12129.9771171449,27459.9647515738,106173641.741203,127628769.014085,10451197.1830986,11435170.4225352,11278808.4507042,156361.971830986,NA,63475054.9295775,14432687.3239437,NA,NA,NA,NA,2009-07-01,0.87236,"Baltics","Other Central and Eastern"
"Latvia",2010,FALSE,194279911,10921.8789035841,24002.4203810639,92633785.0273448,96794459.8025388,16641001.4104372,23897476.7277856,23869303.2440056,28173.4837799718,NA,41612853.3145275,15334119.7447108,0,0,0,0,2010-07-01,0.86553,"Baltics","Other Central and Eastern"
"Latvia",2011,FALSE,210339029,10411.3749027982,25725.5168609686,102164350.140614,100289160,23957341,21020019,21020019,0,0,45184855,19887654,0,0,0,0,2011-07-01,0.92512,"Baltics","Other Central and Eastern"
"Latvia",2012,FALSE,200588195,9093.12685069168,23950.2287106831,98634570.8455241,94790350,15906713,18702365,18702365,0,0,54295825,16892942,0,0,0,0,2012-07-01,0.97112,"Baltics","Other Central and Eastern"
"Latvia",2013,FALSE,213547530,9353.70966152364,24793.7157565857,106094231.447578,100428885,14983871,23373654,23373654,0,0,62049364,12711756,0,0,0,0,2013-07-01,0.98189,"Baltics","Other Central and Eastern"
"Latvia",2014,FALSE,222906247,9437.91756004702,24765.7372461139,111774475.115958,105674295,26731928,16303563,16303563,0,0,65043103,9153358,0,0,0,0,2014-07-01,0.99884,"Baltics","Other Central and Eastern"
"Latvia",2015,FALSE,253740000,10433.2508782779,27296.9911344485,128325856.845917,116894771,17970038,34520000,34520000,0,0,84693980,0,NA,NA,0,0,2015-07-01,1,"Baltics","Other Central and Eastern"
"Latvia",2016,FALSE,364170000,14610.2684707542,39342.1264431766,185863607.133014,159760000,46710000,69370000,69370000,0,0,88320000,9999.99999999091,NA,NA,0,0,2016-07-01,1.00863,"Baltics","Other Central and Eastern"
"Latvia",2017,TRUE,429687000,15923.5158941656,41174.3624584243,221355787.261225,NA,NA,64514000,64514000,0,NA,NA,NA,17860000,17860000,NA,NA,2017-07-01,1.03837,"Baltics","Other Central and Eastern"
"Latvia",2018,TRUE,613370000,21039.2830240972,53418.7401478798,318426995.457495,NA,NA,191748000,191312000,436000,NA,NA,NA,12980000,12980000,NA,NA,2018-07-01,1.07877,"Baltics","Other Central and Eastern"
"Latvia",2019,TRUE,633522000,20671.4344726863,54127.0090803769,331133865.428943,NA,NA,153860000,153187000,673000,NA,NA,NA,9430000,9430000,NA,NA,2019-07-01,1.10677,"Baltics","Other Central and Eastern"
"Latvia",2020,TRUE,650650000,22088.2634310153,51054.7175688962,342292436.055259,NA,NA,136090000,1.34e+08,2090000,2090000,NA,NA,5840000,5840000,0,0,2020-07-01,1.11753,"Baltics","Other Central and Eastern"
"Latvia",2021,TRUE,696110000,21179.9184032622,47093.8358768555,369679396.285734,NA,NA,2.04e+08,1.99e+08,5e+06,1e+06,NA,NA,45100000,45100000,NA,NA,2021-07-01,1.19037,"Baltics","Other Central and Eastern"
"Latvia",2022,NA,813,0.0208127893438519,0.051516805306564,431.018486610859,NA,NA,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-01,1.34602,"Baltics","Other Central and Eastern"
"Lithuania",2005,FALSE,2.44e+08,11617.7475377755,34090.6391855132,73438675.696012,NA,10250000,37501000,37390000,111000,111000,188860000,7388999.99999998,0,0,0,0,2005-07-01,0.71735,"Baltics","Other Central and Eastern"
"Lithuania",2006,FALSE,282089898.053753,11715.0956990127,34144.3334298132,86268398.2292337,140987025.02317,10100000,5.8e+07,5.8e+07,0,0,73013206.6728452,0,0,0,0,0,2006-07-01,0.76566,"Baltics","Other Central and Eastern"
"Lithuania",2007,FALSE,328770611.677479,11321.0447585378,32111.1774738198,101745931.710704,180954587.581094,10480000,72290000,72290000,0,0,65048656.163114,0,3600000,3600000,0,0,2007-07-01,0.83116,"Baltics","Other Central and Eastern"
"Lithuania",2008,FALSE,362691149.212234,11092.7343787193,29121.7143298256,113403710.556224,204153151.065802,12366774.7914736,65830630.2131603,65830630.2131603,0,0,80340593.141798,0,2260000,2260000,0,0,2008-07-01,0.91186,"Baltics","Other Central and Eastern"
"Lithuania",2009,FALSE,288895968.489342,10725.7434239153,23894.2821226542,91338373.5565054,175944161.260426,6806070.43558851,48569277.1084337,48569277.1084337,0,0,57576459.6848934,0,63850,63850,0,0,2009-07-01,0.88181,"Baltics","Other Central and Eastern"
"Lithuania",2010,FALSE,245945319.740501,8775.09288112174,20745.4431900174,79406873.0436062,161347312.326228,4836654.30954588,25949953.660797,25949953.660797,0,0,53811399.4439296,0,0,0,0,0,2010-07-01,0.90415,"Baltics","Other Central and Eastern"
"Lithuania",2011,FALSE,252143188.137164,8062.04982513893,18981.6402821512,83267237.8033777,165575764.596849,2635542.1686747,28788229.8424467,28788229.8424467,0,0,55143651.5291937,0,0,0,0,0,2011-07-01,0.95252,"Baltics","Other Central and Eastern"
"Lithuania",2012,FALSE,255693060.641335,7667.30779457818,21237.7236596768,85579900.9432904,166285275.718258,3509760,29506198,29506198,0,0,56391826.9230769,0,0,0,0,0,2012-07-01,0.97856,"Baltics","Other Central and Eastern"
"Lithuania",2013,FALSE,267319277.108434,7646.50896414677,21543.7595387271,90381100.490056,162621640.407785,4633920.2965709,28324837.8127896,28324837.8127896,0,0,57605421.686747,14133456.9045412,0,0,0,0,2013-07-01,0.9911,"Baltics","Other Central and Eastern"
"Lithuania",2014,FALSE,321796803,8799.88894747032,25404.8636823682,109739495.015977,174206441,5966172,65541010,65541010,0,0,70725209,5357970.99999996,0,0,0,0,2014-07-01,0.99936,"Baltics","Other Central and Eastern"
"Lithuania",2015,FALSE,424910000,11353.1522090833,32540.952847745,146273034.276449,204720000,7680000,106760000,106760000,0,0,102310000,3440000,0,0,NA,NA,2015-07-01,1,"Baltics","Other Central and Eastern"
"Lithuania",2016,FALSE,574610000,14859.9680565383,43443.5810315289,200336095.780324,260700000,19340000,182740000,182740000,0,0,109830000,2e+06,NA,NA,NA,NA,2016-07-01,1.01576,"Baltics","Other Central and Eastern"
"Lithuania",2017,FALSE,723800000,17120.703562043,51525.0723792724,255904398.246358,NA,NA,228830000,228830000,0,0,NA,NA,108590000,108590000,NA,NA,2017-07-01,1.05887,"Baltics","Other Central and Eastern"
"Lithuania",2018,FALSE,894550000,19654.0465958326,57815.703276277,319306524.268795,NA,NA,330840000,330840000,0,0,NA,NA,194950000,194950000,NA,NA,2018-07-01,1.09621,"Baltics","Other Central and Eastern"
"Lithuania",2019,FALSE,979200000,20040.9866010695,57649.5107562966,350447722.734008,NA,NA,290870000,290870000,0,0,NA,NA,179750000,179750000,NA,NA,2019-07-01,1.12605,"Baltics","Other Central and Eastern"
"Lithuania",2020,FALSE,1.028e+09,20764.6480654741,48346.8254524402,367814117.908039,NA,NA,361900000,3.5e+08,11900000,11900000,NA,NA,164250000,80720000,NA,0,2020-07-01,1.14732,"Baltics","Other Central and Eastern"
"Lithuania",2021,FALSE,1104900000,19950.121986627,51543.0733834536,394204491.12692,NA,NA,247650000,2.43e+08,4650000,1e+05,NA,NA,118750000,6.5e+07,NA,0,2021-07-01,1.21997,"Baltics","Other Central and Eastern"
"Lithuania",2022,NA,1647,0.0246436914244742,0.0677024489683357,581.362513236851,NA,NA,573.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-01,1.42419,"Baltics","Other Central and Eastern"
"Luxembourg",2005,FALSE,1.96e+08,6526.58049804469,14976.5342160319,420871805.883616,147916303,570469,25963010,25963010,0,0,21990816,0,NA,NA,NA,NA,2005-07-01,0.71355,"Rest of EU27","Other European NATO"
"Luxembourg",2006,FALSE,202940160,6002.64608404112,15135.2099566841,429112469.075762,155373117,2249000,17615128,17615128,0,0,22350916,5351999.00000003,6e+06,6e+06,0,0,2006-07-01,0.75961,"Rest of EU27","Other European NATO"
"Luxembourg",2007,FALSE,209096191,5624.05987594567,14876.2242160315,434982714.79093,161723887,3348850,18672597,18672597,0,0,25350857,0,5e+06,5e+06,0,0,2007-07-01,0.77399,"Rest of EU27","Other European NATO"
"Luxembourg",2008,FALSE,146428793,3840.39460688019,9674.59023217094,299304607.239949,79135013,1264348,47238256,47238256,0,0,18791176,0,5e+06,5e+06,0,0,2008-07-01,0.82515,"Rest of EU27","Other European NATO"
"Luxembourg",2009,FALSE,146146184,3952.40503973873,8755.21096925083,293336646.461403,82812642,3153637,41863505,40867575,995930,0,18316400,0,5e+06,5e+06,0,0,2009-07-01,0.83233,"Rest of EU27","Other European NATO"
"Luxembourg",2010,FALSE,187289239,4661.50940033815,10564.1298137098,369013750.640344,85458178,5706949,75987559,75797098,190461,0,20136553,0,1575000,1575000,0,0,2010-07-01,0.87102,"Rest of EU27","Other European NATO"
"Luxembourg",2011,FALSE,166550000,3858.48141940222,9107.48804488397,320639932.23341,87089000,8216000,49066000,49014000,52000,0,22179000,0,5e+06,5e+06,0,0,2011-07-01,0.90107,"Rest of EU27","Other European NATO"
"Luxembourg",2012,FALSE,166879412.31648,3783.07567122128,8584.27008840883,313978198.149539,90493160.08448,11814247.024,42448400.28,42448400.28,0,0,22123604.928,0,5726680,5726680,0,0,2012-07-01,0.9305,"Rest of EU27","Other European NATO"
"Luxembourg",2013,FALSE,175972142,3784.38294899995,8735.48882549141,322689274.384318,89925363.86464,18618442.2,44164529.632,44114529.632,50000,0,23263806.112,0.191359987411488,189013,189013,0,0,2013-07-01,0.95167,"Rest of EU27","Other European NATO"
"Luxembourg",2014,FALSE,190350232.55376,3807.5407528132,9106.0197033149,340927825.038526,93869536.57776,16325046.61,55029030.606,54979030.606,50000,0,25126618.76,0,29318300,29318300,0,0,2014-07-01,0.97829,"Rest of EU27","Other European NATO"
"Luxembourg",2015,FALSE,224878644.236061,4316.13052642525,10391.5209444872,394939663.217529,96187658.2533408,15173544.98288,75010000,74960000,50000,0,24574074.55,13933366.44984,2.4e+07,2.4e+07,0,0,2015-07-01,1,"Rest of EU27","Other European NATO"
"Luxembourg",2016,FALSE,213280000,4023.78804326704,9550.98118329527,365124201.804393,97180000,12149000,64210000,64130000,80000,0,25880000,13861000,22800000,22800000,0,0,2016-07-01,0.98892,"Rest of EU27","Other European NATO"
"Luxembourg",2017,FALSE,288380403,4957.64915475277,12010.5654761905,483065434.35291,NA,NA,122433042,121280042,1153000,1153000,NA,NA,95800000,95800000,NA,NA,2017-07-01,1.01012,"Rest of EU27","Other European NATO"
"Luxembourg",2018,FALSE,301128636,4988.69468165596,11843.6936853669,494618412.969564,NA,NA,137437543,136042754,1394789,1394789,NA,NA,19940000,19940000,NA,NA,2018-07-01,1.03144,"Rest of EU27","Other European NATO"
"Luxembourg",2019,FALSE,345567326,5511.07408008112,12855.2673263054,556021441.673371,NA,NA,159711575,155711575,4e+06,4e+06,NA,NA,103580000,103580000,225000,225000,2019-07-01,1.04582,"Rest of EU27","Other European NATO"
"Luxembourg",2020,FALSE,3.56e+08,5543.34600724933,11753.5155722526,564103376.69746,NA,NA,1.87e+08,185300000,1700000,1700000,NA,NA,1.4e+08,1.4e+08,3e+05,3e+05,2020-07-01,1.09492,"Rest of EU27","Other European NATO"
"Luxembourg",2021,FALSE,340800000,4648.53121144979,10988.3555029639,531636091.351554,NA,NA,135500000,134800000,7e+05,7e+05,NA,NA,126100000,126100000,180000,180000,2021-07-01,1.1626,"Rest of EU27","Other European NATO"
"Luxembourg",2022,NA,464,0.0059388107940958,0.0135280428111522,708.094249786351,NA,NA,248.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-01,1.23727,"Rest of EU27","Other European NATO"
"Malta",2005,FALSE,41200000,8012.22837184518,18969.1815258589,102030708.271422,NA,1200000,8600000,8600000,0,0,5700000,25700000,0,0,0,0,2005-07-01,0.78058,"Rest of EU27","EU27 outside NATO"
"Malta",2006,FALSE,35345320,6562.27279647391,15505.9377837831,87218556.4466379,25883110,1446525,229166,229166,0,0,7786520,0,0,0,0,0,2006-07-01,0.79855,"Rest of EU27","EU27 outside NATO"
"Malta",2007,FALSE,35766000,6212.09279059588,15098.5292379392,87933323.4990412,27028220,686874,145602,145602,0,0,7905304,0,0,0,0,0,2007-07-01,0.81679,"Rest of EU27","EU27 outside NATO"
"Malta",2008,FALSE,38324163,6253.24914989851,14666.7851771342,93617419.4493978,28309960,404854,391493,391493,0,0,9145475,72381,0,0,0,0,2008-07-01,0.84317,"Rest of EU27","EU27 outside NATO"
"Malta",2009,FALSE,42550293,6931.57305713662,16550.5451334731,103164730.270336,30667744,513306,416229,416229,0,0,10764151,188863.000000005,0,0,0,0,2009-07-01,0.86021,"Rest of EU27","EU27 outside NATO"
"Malta",2010,FALSE,44342780,6719.10187271479,16362.7702049462,106986705.913576,33531079,114526,2166240,2166240,0,0,8058625,472310,0,0,0,0,2010-07-01,0.88744,"Rest of EU27","EU27 outside NATO"
"Malta",2011,FALSE,40207209,5879.66527013095,14262.1744142738,96589254.570351,33156612,470715,315622,315622,0,0,6037707,226553.000000003,0,0,0,0,2011-07-01,0.89742,"Rest of EU27","EU27 outside NATO"
"Malta",2012,FALSE,38853705,5422.83696891622,12690.1147390528,92495607.7703185,31846072,306037,315889,315889,0,0,6158490,227216.999999996,0,0,0,0,2012-07-01,0.91668,"Rest of EU27","EU27 outside NATO"
"Malta",2013,FALSE,40512370,5300.93856845086,12632.9547722397,95083835.9893914,30839230,0,3166344,3166344,0,0,6506796,0,0,0,0,0,2013-07-01,0.93754,"Rest of EU27","EU27 outside NATO"
"Malta",2014,FALSE,42660000,5046.09022636434,12208.1043956044,98096026.4900662,34192304,79126,1870000,1870000,0,0,6460000,58569.999999996,0,0,0,0,2014-07-01,0.95951,"Rest of EU27","EU27 outside NATO"
"Malta",2015,FALSE,49854000,5238.33290428332,13054.6470552808,111945928.953159,37072000,5931000,2471000,2471000,0,0,4380000,0,0,0,0,0,2015-07-01,1,"Rest of EU27","EU27 outside NATO"
"Malta",2016,FALSE,53960000,5294.49915666753,14271.2812944655,118419031.316523,39320000,7960000,0,0,0,0,6680000,0,0,0,0,0,2016-07-01,1.01997,"Rest of EU27","EU27 outside NATO"
"Malta",2017,FALSE,57050000,4772.18963619269,13872.5765544945,121771611.526147,NA,NA,6484000,6484000,0,0,NA,NA,NA,NA,NA,NA,2017-07-01,1.04176,"Rest of EU27","EU27 outside NATO"
"Malta",2018,FALSE,59128000,4563.35975895878,12744.1471499821,121855614.863055,NA,NA,4191000,4191000,0,0,NA,NA,NA,NA,NA,NA,2018-07-01,1.06462,"Rest of EU27","EU27 outside NATO"
"Malta",2019,FALSE,74740000,5322.5164379162,14754.1598479181,148076237.270674,NA,NA,18500000,18500000,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-01,1.08954,"Rest of EU27","EU27 outside NATO"
"Malta",2020,FALSE,70722000,5415.2146996869,11687.5197279159,137090020.935101,NA,NA,13500000,13500000,NA,NA,NA,NA,NA,NA,NA,NA,2020-07-01,1.10706,"Rest of EU27","EU27 outside NATO"
"Malta",2021,FALSE,61083611.99,4202.86008702461,9234.20383737999,117366917.071765,NA,NA,3996690.9,3996690.9,0,0,NA,NA,NA,NA,NA,NA,2021-07-01,1.12763,"Rest of EU27","EU27 outside NATO"
"Malta",2022,NA,68.94,0.00408646664675003,0.0102417710444863,129.9087962614,NA,NA,9.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-01,1.18677,"Rest of EU27","EU27 outside NATO"
"Netherlands",2005,FALSE,7693400000,14100.5738541703,33323.9484205192,471495985.7817,NA,241800000,1387100000,1.215e+09,172100000,1.1e+08,1.972e+09,4092500000,NA,NA,1.6e+07,0,2005-07-01,0.88745,"Rest of EU27","Other European NATO"
"Netherlands",2006,FALSE,8145398000,14062.8957963578,32676.2223398963,498463863.900618,3965109000,282438000,1403964000,1291964000,1.12e+08,1.12e+08,2176359000,317528000.000001,NA,NA,1.9e+07,0,2006-07-01,0.91018,"Rest of EU27","Other European NATO"
"Netherlands",2007,FALSE,8387515000,13676.485455257,32216.3049740734,512120832.824521,3913598000,249235000,1628856000,1521856000,1.07e+08,1.07e+08,2118033000,477793000,NA,NA,2.2e+07,0,2007-07-01,0.92904,"Rest of EU27","Other European NATO"
"Netherlands",2008,FALSE,8488326000,13280.3776188547,30487.5960333167,516321532.846715,4053401000,259399000,1513608000,1408608000,1.05e+08,1.05e+08,2288130000,373787999.999999,NA,NA,2.5e+07,1.4e+07,2008-07-01,0.95047,"Rest of EU27","Other European NATO"
"Netherlands",2009,FALSE,8732616000,14140.9722447129,29355.3045582896,528416797.773206,4373512000,295926000,1554177000,1449177000,1.05e+08,1.05e+08,2456286000,52715000.0000001,205200000,168900000,2.5e+07,2e+07,2009-07-01,0.95256,"Rest of EU27","Other European NATO"
