Country	CHES.party.id	ParlGov.party.id	Official.ParlGov.id	Disagreement	Verified	Abnormalities	CHES.Party.Abbrev	Parlgov.Party.Abbrev	CHES.Party.Name	Parlgov.Party.Name	CHES.Party.Name.English	Parlgov.Party.Name.English
Poland	2609	1104	1104	FALSE	TRUE	NA	PD	D|W|U	Partia Demokratyczna	Demokratyczna | Wolnosci | Unia	Democratic Party	Democratic | Freedom | Union
Poland	2611	1140	1140	FALSE	TRUE	NA	SDPL	SDPL	Socjaldemokracja Polska	Socjaldemokracja Polska	Social Democracy of Poland	Social Democracy of Poland
Poland	2612	1216	1216	FALSE	NA	NA	SD	SD	Stronnictwo Demokratyczne	Stronnictwo Demokratyczne	Democratic Party	Democratic Party
Poland	2613	1945	1945	FALSE	TRUE	NA	RP	RP	Tw?j Ruch (Ruch Palikota)	Tw?j Ruch (Palikota)	Your Movement (Palikot?s Movement)	Your (Palikot's) Movement
Poland	2614	NA	NA	FALSE	NA	NA	KNP	NA	Kongres Nowej Prawicy	NA	Congress of the New Right	NA
Poland	2615	2331	2331	FALSE	TRUE	NA	PR	PR	Polska Razem	Polska Razem	Poland Together	Poland Together
Poland	2616	2372	2372	FALSE	TRUE	NA	SP	SP	Solidarna Polska	Solidarna Polska	United Poland	United Poland
Romania	2701	1120	1120	FALSE	TRUE	NA	PSD	PSD	Partidul Social Democrat	Partidul Social Democrat	Social Democratic Party	Social Democratic Party
Romania	2702	5	5	FALSE	TRUE	NA	PUR; PC	PC	Partidul Umanist din Romania; Partidul Conservator	Partidul Conservator	Romanian Humanist Party; Conservative Party	Conservative Party
Romania	2703	713	713	FALSE	TRUE	NA	PRM	PRM	Partidul Rom?nia Mare	Partidul Rom?nia Mare	Party of Great Romania	Greater Romania Party
Romania	2704	419	419	FALSE	TRUE	NA	PD	PD	Partidul Democrat	Partidul Democrat	Democratic Party	Democratic Party
Romania	2704	419	958	TRUE	TRUE	NA	PD	PD	Partidul Democrat	Partidul Democrat	Democratic Party	Democratic Party
Romania	2705	1015	1485	TRUE	TRUE	NA	PNL	PNL	Partidul National Liberal	Partidul National Liberal	National Liberal Party	National Liberal Party
Romania	2705	1015	1015	FALSE	TRUE	NA	PNL	PNL	Partidul National Liberal	Partidul National Liberal	National Liberal Party	National Liberal Party
Romania	2706	948	948	FALSE	TRUE	NA	UDMR	UDMR	Uniunea Democrata<U+02C7> Maghiara<U+02C7> din Rom?nia	Uniunea Democrata Maghiara din Rom?nia	Hungarian Democratic Union of Romania	Democratic Union of Hungarians in Romania
Romania	2707	356	356	FALSE	NA	NA	CDR 2000	CDR	Conventia Democrata<U+02C7> Rom?na<U+02C7>	Conventia Democrata Rom?na	Romanian Democratic Convention 2000	Romanian Democratic Convention
Romania	2708	NA	NA	FALSE	NA	NA	FDGR	NA	Forumul Democrat al Germanilor din Rom?nia	NA	Democratic Forum of Germans of Romania	NA
Romania	2709	2002	2002	FALSE	TRUE	NA	UNPR	UNPR	Uniunea Nat<U+02DB>ional<U+02C7>a pentru Progresul Rom?niei	Uniunea Nationala pentru Progresul Rom?niei	National Union for the Progress of Romania	National Union for the Progress of Romania
Romania	2710	NA	NA	FALSE	NA	NA	PP-DD	NA	Partidul Poporului?Dan Diaconescu	NA	People?s Party?Dan Diaconescu	NA
Romania	2711	NA	NA	FALSE	NA	NA	PMP	NA	Partidul Mis<U+02DB>carea Populara<U+02C7>	NA	People?s Movement Party	NA
Romania	2712	NA	NA	FALSE	NA	NA	PLR	NA	Partidul Liberal Reformator	NA	Liberal Reformist Party	NA
Slovakia	2801	1142	1142	FALSE	TRUE	NA	LS-HZDS	HZDS	Ludov? strana-Hnutie za demokratic? Slovensko	Hnutie za demokratick? Slovensko	People?s Party-Movement for a Democratic Slovakia	Movement for a Democratic Slovakia
Slovakia	2802	131	313	TRUE	TRUE	NA	SDKU; SDKU-DS	SDKU-DS	Slovensk? demokratick? a krestansk? unia; Slovensk? demokratick? a krestansk? unia-Demokratick? strana	Slovensk? demokratick? a krestansk? ?nia ? Demokratick? strana	Slovak Democratic and Christian Union; Slovak Democratic and Christian Union-Democratic Party	Slovak Democratic and Christian Union -- Democratic Party
Slovakia	2802	131	131	FALSE	TRUE	NA	SDKU; SDKU-DS	SDKU-DS	Slovensk? demokratick? a krestansk? unia; Slovensk? demokratick? a krestansk? unia-Demokratick? strana	Slovensk? demokratick? a krestansk? ?nia ? Demokratick? strana	Slovak Democratic and Christian Union; Slovak Democratic and Christian Union-Democratic Party	Slovak Democratic and Christian Union -- Democratic Party
Slovakia	2803	220	220	FALSE	TRUE	NA	Smer	Smer	Strana Smer-Tretia Cesta; Smer-soci?lna demorkacia	Smer ? soci?lna demokracia	Direction-Third Way; Direction-Social Democracy	Direction -- Social Democracy
Slovakia	2804	559	559	FALSE	TRUE	NA	SMK	MK	Strana madarskej koal?cie- Magyar	Madarskej koal?cie ? Magyar koal?ci?	Party of the Hungarian Coalition	Hungarian Coalition
Slovakia	2805	1432	1432	FALSE	TRUE	NA	KDH	KDH	Koal?ci? P?rtjaKres?tanskodemokratick? hnutie	Krestanskodemokratick? hnutie	Christian Democratic Movement	Christian Democratic Movement
Slovakia	2806	1200	1200	FALSE	TRUE	NA	ANO	ANO	Aliancia Nov?ho Obcana	Aliancia nov?ho obcana	Alliance for a New Citizen	Alliance of the New Citizen
Slovakia	2807	44	44	FALSE	TRUE	NA	KSS	KSS	Komunistick? strana Slovenska	Komunistick? strana Slovenska	Communist Party of Slovakia	Communist Party of Slovakia
Slovakia	2808	20	20	FALSE	NA	NA	PSNS	PSNS	Prav? Slovensk? n?rodn? strana	Prav? Slovensk? n?rodn? strana	Right Slovak National Party	Real Slovak National Party
Slovakia	2809	1072	1072	FALSE	TRUE	NA	SNS	SNS	Slovensk? n?rodn? strana	Slovensk? n?rodn? strana	Slovak National Party	Slovak National Party
Slovakia	2810	2160	NA	FALSE	TRUE	NA	HZD	HZD	Hnutie za demokraciu	Hnutie za demokraciu	Movement for Democracy	Movement for Democracy
Slovakia	2811	752	752	FALSE	NA	NA	SF	SF	Slobodn? f?rum	Slobodn? f?rum	Free Forum	Free Forum
Slovakia	2812	1460	1460	FALSE	TRUE	NA	SaS	SaS	Sloboda a Solidarita	Sloboda a solidarita	Freedom and Solidarity	Freedom and Solidarity
Slovakia	2813	1620	1620	FALSE	TRUE	NA	Most	MH	Most-Hid	Most-H?d	Most-Hid	Most-Hid
Slovakia	2814	NA	NA	FALSE	NA	NA	OLaNO	NA	Obycajn? Ludia a nez?visl? osobnosti	NA	Ordinary People and Independent Personalities	NA
Slovakia	2815	NA	NA	FALSE	NA	NA	NOVA	NA	Nov? V?c?ina	NA	New Majority	NA
Slovakia	2816	NA	NA	FALSE	NA	NA	Siet	NA	Siet	NA	Net / Network	NA
Slovenia	2901	1252	1252	FALSE	TRUE	NA	LDS	LDS	Liberalna demoracija Slovenije	Liberalna demokracija Slovenije	Liberal Democracy of Slovenia	Liberal Democracy of Slovenia
Slovenia	2902	179	179	FALSE	TRUE	NA	SDSS; SDS	SDS	Socialdemokratska stranka Slovenije; Slovenska demokratska stranka	Slovenska demokratska stranka	Social Democratic Party of Slovenia; Slovenian Democratic Party	Slovenian Democratic Party
Slovenia	2903	706	706	FALSE	TRUE	NA	ZLSD	ZL-SD	Zdru?ena lista socialnih demokratov	Zdru?ena lista ? Socialni demokrati	United List of Social Democrats	United List -- Social Democrats
Slovenia	2904	16	16	FALSE	TRUE	NA	SLS-SKD; SLS	SLS	Slovenska Ljudska Stranka; Slovenska ljudska stranka	Slovenska ljudska stranka	Slovenian People?s Party-Slovenian Christian Democrats; Slovenian People?s Party	Slovenian People's Party
Slovenia	2905	1047	1047	FALSE	TRUE	NA	NSI	NSI	Nova Slovenija-Kr?canska ljudska stranka	Nova Slovenija ? Kr?canska ljudska stranka	New Slovenia-Christian People?s Party	New Slovenia -- Christian People's Party
Slovenia	2906	1587	1587	FALSE	TRUE	NA	DeSUS	DeSUS	Demokraticna stranka upokojencev Slovenije	Demokraticna stranka upokojencev Slovenije	Democratic Party of Pensioners of Slovenia	Democratic Party of Pensioners of Slovenia
Slovenia	2907	981	981	FALSE	TRUE	NA	SNS	SNS	Slovenska nacionalna stranka	Slovenska nacionalna stranka	Slovenian National Party	Slovenian National Party
Slovenia	2908	1512	1512	FALSE	TRUE	NA	SMS	SMS	Stranka Mladih Slovenije	Stranka mladih Slovenije	Party of the Slovenia Youth	Youth Party of Slovenia
Slovenia	2909	380	380	FALSE	NA	NA	AS	AS	Aktivna Slovenija	Aktivna Slovenija	Active Slovenia	Active Slovenia
Slovenia	2910	326	326	FALSE	TRUE	NA	Zares	Zares	Zares	Zares	Zares?For Real	For Real
Slovenia	2911	NA	NA	FALSE	NA	NA	SMC	NA	Stranka Mira Cerarja	NA	Party of Miro Cerar	NA
Slovenia	2912	NA	NA	FALSE	NA	NA	ZL	NA	Zdru?ena Levica	NA	United Left	NA
Slovenia	2913	NA	NA	FALSE	NA	NA	ZaAB	NA	Zavezni?tvo Alenke Bratu?ek	NA	Alliance of Alenka Bratu?ek	NA
Slovenia	2914	NA	NA	FALSE	NA	NA	PS	NA	Pozitivna Slovenija	NA	Positive Slovenia	NA
Bosnia-Herzegovina	3001	NA	NA	FALSE	NA	NA	SDA	NA	Stranka Demokratske Akcije	NA	Party of Democratic Action	NA
Bosnia-Herzegovina	3002	NA	NA	FALSE	NA	NA	SBiH	NA	Stranka za Bosnu i Hercegovinu	NA	Party for Bosnia and Herzegovina	NA
Bosnia-Herzegovina	3003	NA	NA	FALSE	NA	NA	SDP	NA	Socijaldemokratska Partija BiH	NA	Social Democratic Party of BiH	NA
Bosnia-Herzegovina	3004	NA	NA	FALSE	NA	NA	HDZ BiH	NA	Hrvatska demokratska zajednica Bosne i Hercegovine	NA	Croatian Democratic Union of Bosnia and Herzegovina	NA
Bosnia-Herzegovina	3005	NA	NA	FALSE	NA	NA	HDZ 1990	NA	Hrvatska demokratska zajednica 1990	NA	Croatian Democratic Union 1990 (Croats Together alliance)	NA
Bosnia-Herzegovina	3006	NA	NA	FALSE	NA	NA	SNSD	NA	Savez nezavisnih socijaldemokrata	NA	Alliance of Independent Social Democrats	NA
Bosnia-Herzegovina	3007	NA	NA	FALSE	NA	NA	SDS	NA	Srpska Demokratska Stranka	NA	Serbian Democratic Party	NA
Croatia	3101	276	276	FALSE	NA	NA	HZD	HDZ	Hrvatska demokratska zajednica	Hrvatska demokratska zajednica	Croatian Democratic Union	Croatian Democratic Union
Croatia	3102	1493	1493	FALSE	NA	NA	SDP	SPH	Socijaldemokratska partija Hrvatske	Socijaldemokratska partija Hrvatske	Social Democratic Party of Croatia	Social Democratic Party of Croatia
Croatia	3103	1465	1465	FALSE	NA	NA	HSS	HSS	Hrvatska seljacka stranka	Hrvatska seljacka stranka	Croatian Peasant Party	Croatian Peasant Party
Croatia	3104	1102	1102	FALSE	NA	NA	HSLS	HSLS	Hrvatska socijalno liberalna stranka	Hrvatska socijalno liberalna stranka	Croatian Social Liberal Party	Croatian Social Liberal Party
Croatia	3105	1384	1384	FALSE	NA	NA	HNS	HNS	Hrvatska narodna stranka	Hrvatska narodna stranka ? Liberalni demokrati	Croatian People's Party	Croatian People's Party -- Liberal Democrats
Croatia	3106	NA	NA	FALSE	NA	NA	IDS	NA	Istarski demokratski sabor	NA	Istrian Democratic Assembly	NA
Croatia	3107	2135	2135	FALSE	NA	NA	HDSSB	HDSSB	Hrvatski demokratski sabor Slavonije i Baranje	Hrvatski demokratski savez Slavonije i Baranje	Croatian Democratic Assembly of Slavonia and Baranja	Croatian Democratic Alliance of Slavonia and Baranja
Croatia	3108	2134	2134	FALSE	NA	NA	HSU	HSU	Hrvatska stranka umirovljenika	Hrvatska stranka umirovljenika	Croatian Party of Pensioners	Croatian Party of Pensioners
Croatia	3109	1044	1044	FALSE	NA	NA	HSP	HSP	Hrvatska stranka prava	Hrvatska stranka prava	Croatian Party of Rights	Croatian Party of Right
Croatia	3110	2133	2133	FALSE	NA	NA	SDSS	SDSS	Samostalna demokratska srpska stranka	Samostalna demokratska srpska stranka	Independent Democratic Serbian Party	 Independent Democratic Serb Party
Croatia	3111	NA	NA	FALSE	NA	NA	SDAH	NA	Stranka Demokratske Akcije Hrvatske	NA	Party of Democratic Action of Croatia	NA
Croatia	3112	NA	NA	FALSE	NA	NA	HL-SR	NA	Hrvatski Laburisti?Stranka Rada	NA	Croatian Labourists?Labour Party	NA
Croatia	3113	NA	NA	FALSE	NA	NA	HSP-AS	NA	Hrvatska stranka prava dr. Ante Starcevic	NA	Croatian Party of Rights dr. Ante Starcevic	NA
Croatia	3114	NA	NA	FALSE	NA	NA	ORaH	NA	Odr?ivi Razvoj Hrvatske	NA	Croatian Sustainable Development	NA
Macedonia	3201	NA	NA	FALSE	NA	NA	VMRO-DPME	NA	evolucionerna organizacija ? emokratska partija za makedonsko acionalno edinstvo	NA	Internal Macedonian Revolutionary Organization?Democratic Party for Macedonian National Unity	NA
Macedonia	3202	NA	NA	FALSE	NA	NA	SDSM	NA	nacionalno edinstvo Socijaldemokratski sojuz na Makedonija	NA	Social Democratic Union of Macedonia	NA
Macedonia	3203	NA	NA	FALSE	NA	NA	LDP	NA	Liberalno-demokratska partija	NA	Liberal Democratic Party	NA
Macedonia	3204	NA	NA	FALSE	NA	NA	DUI	NA	Demokratska unija za integracija	NA	Democratic Union for Integration	NA
Macedonia	3205	NA	NA	FALSE	NA	NA	DPA	NA	Partia Demokratike Shqiptare/Demokratska Partija na Albancite	NA	Democratic Party of Albanians	NA
Macedonia	3206	NA	NA	FALSE	NA	NA	VMRO-NP	NA	Vnatre?na Makedonska Revolucionerna Organizacija?Narodna Partija	NA	Internal Macedonian Revolutionary Organization?People's Party	NA
Macedonia	3207	NA	NA	FALSE	NA	NA	NSDP	NA	Nova socijaldemokratska partija	NA	New Social Democratic Party	NA
Serbia	3301	NA	NA	FALSE	NA	NA	SRS	NA	Srpska radikalna stranka	NA	Serbian Radical Party	NA
Serbia	3302	NA	NA	FALSE	NA	NA	DS	NA	Demokratska stranka	NA	Democratic Party	NA
Serbia	3303	NA	NA	FALSE	NA	NA	DSS	NA	Demokratska stranka Srbije	NA	Democratic Party of Serbia	NA
Serbia	3304	NA	NA	FALSE	NA	NA	NS	NA	Nova Srbija	NA	New Serbia	NA
Serbia	3305	NA	NA	FALSE	NA	NA	JS	NA	Jedinstvena Srbija	NA	United Serbia	NA
Serbia	3306	NA	NA	FALSE	NA	NA	G17+	NA	G17 Plus	NA	G17 Plus	NA
Serbia	3307	NA	NA	FALSE	NA	NA	SPS	NA	Socijalistic(ka partija Srbije	NA	Socialist Party of Serbia	NA
Serbia	3308	NA	NA	FALSE	NA	NA	LDP	NA	Liberalno-Demokratska Partija	NA	Liberal Democratic Party	NA
Serbia	3309	NA	NA	FALSE	NA	NA	SPO	NA	Srpski pokret obnove	NA	Serbian Renewal Movement	NA
Turkey	3401	901	901	FALSE	NA	NA	AKP	AKP	Adalet ve Kalk?nma Partisi	Adalet ve Kalkinma Partisi	Justice and Development Party	Justice and Development Party
Turkey	3402	507	507	FALSE	NA	NA	CHP	SHP|CHP	Cumhuriyet Halk Partisi	Sosyal Demokrat Hal?i Parti | Cumhuriyet Halk Partisi	Republican People's Party	Social Democratic Populist Party | Republican People's Party
Turkey	3403	408	408	FALSE	NA	NA	MHP	MHP	Milliyet?i Hareket Partisi	Milliyet?i Hareket Partisi	Nationalist Movement Party	National Action Party
Turkey	3404	1141	1141	FALSE	NA	NA	DYP	DYP	Dogru Yol Partisi	Dogru Yol Partisi	True Path Party	Right Path Party
Turkey	3405	1647	1647	FALSE	NA	NA	GP	GP	Gen? Parti	Gen? Parti	Young Party	Young Party
Turkey	3407	NA	NA	FALSE	NA	NA	HDP	NA	Halklarin Demokratik Partisi	NA	Peoples? Democratic Party	NA
Norway	3501	104	104	FALSE	NA	NA	Ap	DNA	Arbeiderpartiet	Det norske Arbeiderparti	Labour Party	Norwegian Labour Party
Norway	3502	351	351	FALSE	NA	NA	FrP	Fr	Fremskrittspartiet	Fremskrittspartiet	Progress Party	Progress Party
Norway	3503	1435	1435	FALSE	NA	NA	H	H	H?yre	H?yre	Conservative Party	Conservative Party
Norway	3504	81	81	FALSE	NA	NA	SV	SV	Sosialistisk Venstreparti	Sosialistisk Venstreparti	Socialist Left Party	Socialist Left Party
Norway	3505	702	702	FALSE	NA	NA	Sp	Sp	Senterpartiet	Senterpartiet	Centre Party	Centre Party
Norway	3506	1538	1538	FALSE	NA	NA	KrF	KrF	Kristelig Folkeparti	Kristelig Folkeparti	Christian Democratic Party	Christian Democratic Party
Norway	3507	647	647	FALSE	NA	NA	V	V	Venstre	Venstre	Liberal Party	Liberal Party of Norway
Norway	3508	NA	NA	FALSE	NA	NA	MDG	NA	Milj?partiet De Gr?nne	NA	Green Party	NA
Switzerland	3601	750	750	FALSE	NA	NA	SVP/UDC	SVP-UDC		Schweizerische Volkspartei ? Union D?mocratique du Centre	Swiss People?s Party	Swiss People's Party
Switzerland	3602	35	35	FALSE	NA	NA	SP/PS	SP-PS		Sozialdemokratische Partei der Schweiz ? Parti Socialiste Suisse	Social Democratic Party of Switzerland	Social Democratic Party of Switzerland
Switzerland	3603	NA	NA	FALSE	NA	NA	FDP/PLR	NA		NA	FDP. The Liberals	NA
Switzerland	3604	531	531	FALSE	NA	NA	CVP/PVC	CVP-PDC		Christlichdemokratische Volkspartei ? Parti d?mocrate?chr?tien	Christian Democratic People?s Party	Conservative Peoples Party
Switzerland	3605	141	141	FALSE	NA	NA	GPS/PES	Grue		Gr?ne ? ?cologiste	Green Party	Greens
Switzerland	3606	308	308	FALSE	NA	NA	GLP/PVL	GPL-PVL		Gr?nliberale Partei der Schweiz ? Parti Vert-Lib?ral	Green Liberal Party	Green Liberal Party
Switzerland	3607	602	602	FALSE	NA	NA	EVP/PEV	EVP-PEP		Evangelische Volkspartei der Schweiz ? Parti Populaire Evangelique Suisse	Evangelical People?s Party	Protestant Peoples Party
Switzerland	3608	1318	1318	FALSE	NA	NA	EDU/UDF	EDU-UDF		Eidgen?ssisch-Demokratische Union ? Union D?mocratique F?d?rale	Federal Democratic Union	Federal Democratic Union of Switzerland
Switzerland	3610	1500	1500	FALSE	NA	NA	LdT	LdT		Lega dei Ticinesi	Ticino League	Ticino League
Switzerland	3611	1012	1012	FALSE	NA	NA	CSP/PCS	CsP-PCS		Christlich-soziale Partei ? Parti chr?tien-social	Christian Social Party	Christian Social Party
Switzerland	3612	1213	1213	FALSE	NA	NA	BDP	BDP		B?rgerlich?Demokratische Partei (BDP) Graub?nden	Conservative Democratic Party	Conservative Democratic Party of Switzerland
Malta	3701	1003	1003	FALSE	TRUE	NA	PL	MLP	Partit Laburista	Partit Laburista	Labour Party	Malta Labour Party
Malta	3702	984	984	FALSE	TRUE	NA	PN	PN	Partit Nazzjonalista	Partit Nazzjonalista	Nationalist Party	Nationalist Party
Luxembourg	3801	1234	1234	FALSE	TRUE	NA	CSV	CSV	Chr?schtlech Sozial Vollekspartei	Chr?schtlech Sozial Vollekspartei ? Parti populaire chr?tien social ? Christlich Soziale Volkspartei	Christian Social People?s Party	Christian Social People's Party
Luxembourg	3802	310	310	FALSE	TRUE	NA	Greng	Greng	D?i Gr?ng	D?i Gr?ng ? Les Verts ? Die Gr?nen	The Greens	The Greens
Luxembourg	3803	967	967	FALSE	TRUE	NA	DP	DP	Demokratesch Partei	Demokratesch Partei ? Parti D?mocratique ? Demokratische Partei	Democratic Party	Democratic Party
Luxembourg	3804	701	701	FALSE	TRUE	NA	LSAP	LSAP	L?tzebuerger Sozialistesch Aarbechterpartei	L?tzebuerger Sozialistesch Arbechterpartei ? Parti Ouvrier Socialiste Luxembourgeois ? Luxemburger Sozialistische Arbeiterpartei	Luxembourg Socialist Workers? Party	Luxembourg Socialist Workers' Party
Luxembourg	3805	1582	1582	FALSE	TRUE	NA	ADR	AR|ADR	Alternativ Demokratesch Reformpartei	Aktionskomitee Rente ? Comit? d?action pensions | Alternativ Demokratesch Reformpartei ? Parti r?formiste d'alternative d?mocratique	Alternative Democratic Reform Party	Action Committee Pensions | Alternative Democratic Reform Party
Luxembourg	3806	457	457	FALSE	TRUE	NA	DL	DL	D?i L?nk	D?i L?nk ? La Gauche ? Die Linke	The Left	The Left
Cyprus	4001	1575	1575	FALSE	TRUE	NA	DISY	DISY	Dimokratik?s Sinagerm?s	Dimokratik?s Sinayerm?s	Democratic Rally	Democratic Rally
Cyprus	4002	491	491	FALSE	TRUE	NA	Evroko	EK	Evropaiko Komma	Evropaiko Komma	European Party	European Party
Cyprus	4003	572	572	FALSE	TRUE	NA	AKEL	AKEL	Anorthotik? K?mma Ergaz?menou Lao?	Anorthotik? K?mma Ergaz?menou Lao?	Progressive Party of Working People	Progressive Party of Working People
Cyprus	4004	851	851	FALSE	TRUE	NA	DIKO	DIKO	Dimokratik? K?mma	Dimokratik? K?mma	Democratic Party	Democratic Party
Cyprus	4005	945	945	FALSE	TRUE	NA	EDEK	EDEK	Kinima Sosialdimokraton EDEK	Kinima Sosialdimokraton EDEK	Movement for Social Democracy EDEK	Movement for Social Democracy EDEK
Cyprus	4006	1621	1621	FALSE	TRUE	NA	KOP	KOP	Kinima Oikologon Perivallontiston	Kinima Oikologoi Perivallontistoi	Ecological and Environmental Movement	Ecological and Environmental Movement
	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
