country_name_short,country_name,election_date,start_date,cabinet_name,caretaker,cabinet_party,prime_minister,seats,election_seats_total,party_name_short,party_name,party_name_english,left_right,country_id,election_id,cabinet_id,previous_cabinet_id,party_id
FIN,Finland,9/22/1975,3/2/1978,Sorsa III,0,0,0,9,200,KD,Suomen Kristillisdemokraatit – Kristdemokraterna i Finland,Finnish Christian Union,7.188413939,67,98,492,466,1463
FIN,Finland,9/22/1975,3/2/1978,Sorsa III,0,1,0,39,200,KESK,Keskusta,Centre Party,5.802690043,67,98,492,466,94
FIN,Finland,9/22/1975,3/2/1978,Sorsa III,0,0,0,35,200,KOK,Kansallinen Kokoomus – Samlingspartiet,National Coalition Party,7.245056727,67,98,492,466,1118
FIN,Finland,9/22/1975,3/2/1978,Sorsa III,0,1,0,9,200,L,Liberaalit – Liberalerna,Liberals,5.716666667,67,98,492,466,1219
FIN,Finland,9/22/1975,3/2/1978,Sorsa III,0,0,0,1,200,POP,Perustuslaillinen Oikeistopuolue – Konstitutionella högerpartiet,Constitutional People's Party,,67,98,492,466,1389
FIN,Finland,9/22/1975,3/2/1978,Sorsa III,0,0,0,9,200,RKP-SFP,Ruotsalainen Kansanpuolue – Svenska Folkepartiet i Finland,Swedish People's Party,6.390567079,67,98,492,466,585
FIN,Finland,9/22/1975,3/2/1978,Sorsa III,0,1,0,40,200,SKDL,Suomen Kansan Demokraattinen Liitto – Demokratiska Förbundet för Finlands Folk,Finish People's Democratic Union,2.1275,67,98,492,466,1292
FIN,Finland,9/22/1975,3/2/1978,Sorsa III,0,0,0,1,200,SKYP,Suomen kansan yhtenäisyyden puolueen – Finlands folks enhetsparti,Finnish People's Unity Party,,67,98,492,466,139
FIN,Finland,9/22/1975,3/2/1978,Sorsa III,0,0,0,2,200,SP-P,Suomen Puolue – Perussuomalaiset,Finnish Party -- True Finns,6.633070214,67,98,492,466,200
FIN,Finland,9/22/1975,3/2/1978,Sorsa III,0,1,1,54,200,SSDP,Suomen Sosialidemokraattinen Puolue – Finlands Socialdemokratiska Parti,Social Democratic Party of Finland,3.559517084,67,98,492,466,395
FIN,Finland,3/13/1979,5/26/1979,Koivisto II,0,0,0,1,200,AS,Åländsk Samlingin ääntä – Åländsk Samling,Aland Coalition,,67,84,776,492,66
FIN,Finland,3/13/1979,5/26/1979,Koivisto II,0,0,0,9,200,KD,Suomen Kristillisdemokraatit – Kristdemokraterna i Finland,Finnish Christian Union,7.188413939,67,84,776,492,1463
FIN,Finland,3/13/1979,5/26/1979,Koivisto II,0,1,0,36,200,KESK,Keskusta,Centre Party,5.802690043,67,84,776,492,94
FIN,Finland,3/13/1979,5/26/1979,Koivisto II,0,0,0,47,200,KOK,Kansallinen Kokoomus – Samlingspartiet,National Coalition Party,7.245056727,67,84,776,492,1118
FIN,Finland,3/13/1979,5/26/1979,Koivisto II,0,0,0,4,200,L,Liberaalit – Liberalerna,Liberals,5.716666667,67,84,776,492,1219
FIN,Finland,3/13/1979,5/26/1979,Koivisto II,0,1,0,9,200,RKP-SFP,Ruotsalainen Kansanpuolue – Svenska Folkepartiet i Finland,Swedish People's Party,6.390567079,67,84,776,492,585
FIN,Finland,3/13/1979,5/26/1979,Koivisto II,0,1,0,35,200,SKDL,Suomen Kansan Demokraattinen Liitto – Demokratiska Förbundet för Finlands Folk,Finish People's Democratic Union,2.1275,67,84,776,492,1292
FIN,Finland,3/13/1979,5/26/1979,Koivisto II,0,0,0,7,200,SP-P,Suomen Puolue – Perussuomalaiset,Finnish Party -- True Finns,6.633070214,67,84,776,492,200
FIN,Finland,3/13/1979,5/26/1979,Koivisto II,0,1,1,52,200,SSDP,Suomen Sosialidemokraattinen Puolue – Finlands Socialdemokratiska Parti,Social Democratic Party of Finland,3.559517084,67,84,776,492,395
FIN,Finland,3/13/1979,2/19/1982,Sorsa IV,0,0,0,1,200,AS,Åländsk Samlingin ääntä – Åländsk Samling,Aland Coalition,,67,84,378,776,66
FIN,Finland,3/13/1979,2/19/1982,Sorsa IV,0,0,0,9,200,KD,Suomen Kristillisdemokraatit – Kristdemokraterna i Finland,Finnish Christian Union,7.188413939,67,84,378,776,1463
FIN,Finland,3/13/1979,2/19/1982,Sorsa IV,0,1,0,36,200,KESK,Keskusta,Centre Party,5.802690043,67,84,378,776,94
FIN,Finland,3/13/1979,2/19/1982,Sorsa IV,0,0,0,47,200,KOK,Kansallinen Kokoomus – Samlingspartiet,National Coalition Party,7.245056727,67,84,378,776,1118
FIN,Finland,3/13/1979,2/19/1982,Sorsa IV,0,0,0,4,200,L,Liberaalit – Liberalerna,Liberals,5.716666667,67,84,378,776,1219
FIN,Finland,3/13/1979,2/19/1982,Sorsa IV,0,1,0,9,200,RKP-SFP,Ruotsalainen Kansanpuolue – Svenska Folkepartiet i Finland,Swedish People's Party,6.390567079,67,84,378,776,585
FIN,Finland,3/13/1979,2/19/1982,Sorsa IV,0,1,0,35,200,SKDL,Suomen Kansan Demokraattinen Liitto – Demokratiska Förbundet för Finlands Folk,Finish People's Democratic Union,2.1275,67,84,378,776,1292
FIN,Finland,3/13/1979,2/19/1982,Sorsa IV,0,0,0,7,200,SP-P,Suomen Puolue – Perussuomalaiset,Finnish Party -- True Finns,6.633070214,67,84,378,776,200
FIN,Finland,3/13/1979,2/19/1982,Sorsa IV,0,1,1,52,200,SSDP,Suomen Sosialidemokraattinen Puolue – Finlands Socialdemokratiska Parti,Social Democratic Party of Finland,3.559517084,67,84,378,776,395
FIN,Finland,3/13/1979,12/31/1982,Sorsa V,0,0,0,1,200,AS,Åländsk Samlingin ääntä – Åländsk Samling,Aland Coalition,,67,84,34,378,66
FIN,Finland,3/13/1979,12/31/1982,Sorsa V,0,0,0,9,200,KD,Suomen Kristillisdemokraatit – Kristdemokraterna i Finland,Finnish Christian Union,7.188413939,67,84,34,378,1463
FIN,Finland,3/13/1979,12/31/1982,Sorsa V,0,1,0,36,200,KESK,Keskusta,Centre Party,5.802690043,67,84,34,378,94
FIN,Finland,3/13/1979,12/31/1982,Sorsa V,0,0,0,47,200,KOK,Kansallinen Kokoomus – Samlingspartiet,National Coalition Party,7.245056727,67,84,34,378,1118
FIN,Finland,3/13/1979,12/31/1982,Sorsa V,0,1,0,4,200,L,Liberaalit – Liberalerna,Liberals,5.716666667,67,84,34,378,1219
FIN,Finland,3/13/1979,12/31/1982,Sorsa V,0,1,0,9,200,RKP-SFP,Ruotsalainen Kansanpuolue – Svenska Folkepartiet i Finland,Swedish People's Party,6.390567079,67,84,34,378,585
FIN,Finland,3/13/1979,12/31/1982,Sorsa V,0,0,0,35,200,SKDL,Suomen Kansan Demokraattinen Liitto – Demokratiska Förbundet för Finlands Folk,Finish People's Democratic Union,2.1275,67,84,34,378,1292
FIN,Finland,3/13/1979,12/31/1982,Sorsa V,0,0,0,7,200,SP-P,Suomen Puolue – Perussuomalaiset,Finnish Party -- True Finns,6.633070214,67,84,34,378,200
FIN,Finland,3/13/1979,12/31/1982,Sorsa V,0,1,1,52,200,SSDP,Suomen Sosialidemokraattinen Puolue – Finlands Socialdemokratiska Parti,Social Democratic Party of Finland,3.559517084,67,84,34,378,395
FIN,Finland,3/21/1983,5/6/1983,Sorsa VI,0,0,0,1,200,AS,Åländsk Samlingin ääntä – Åländsk Samling,Aland Coalition,,67,133,650,34,66
FIN,Finland,3/21/1983,5/6/1983,Sorsa VI,0,0,0,3,200,KD,Suomen Kristillisdemokraatit – Kristdemokraterna i Finland,Finnish Christian Union,7.188413939,67,133,650,34,1463
FIN,Finland,3/21/1983,5/6/1983,Sorsa VI,0,1,0,38,200,KESK,Keskusta,Centre Party,5.802690043,67,133,650,34,94
FIN,Finland,3/21/1983,5/6/1983,Sorsa VI,0,0,0,44,200,KOK,Kansallinen Kokoomus – Samlingspartiet,National Coalition Party,7.245056727,67,133,650,34,1118
FIN,Finland,3/21/1983,5/6/1983,Sorsa VI,0,0,0,1,200,POP,Perustuslaillinen Oikeistopuolue – Konstitutionella högerpartiet,Constitutional People's Party,,67,133,650,34,1389
FIN,Finland,3/21/1983,5/6/1983,Sorsa VI,0,1,0,10,200,RKP-SFP,Ruotsalainen Kansanpuolue – Svenska Folkepartiet i Finland,Swedish People's Party,6.390567079,67,133,650,34,585
FIN,Finland,3/21/1983,5/6/1983,Sorsa VI,0,0,0,27,200,SKDL,Suomen Kansan Demokraattinen Liitto – Demokratiska Förbundet för Finlands Folk,Finish People's Democratic Union,2.1275,67,133,650,34,1292
FIN,Finland,3/21/1983,5/6/1983,Sorsa VI,0,1,0,17,200,SP-P,Suomen Puolue – Perussuomalaiset,Finnish Party -- True Finns,6.633070214,67,133,650,34,200
FIN,Finland,3/21/1983,5/6/1983,Sorsa VI,0,1,1,57,200,SSDP,Suomen Sosialidemokraattinen Puolue – Finlands Socialdemokratiska Parti,Social Democratic Party of Finland,3.559517084,67,133,650,34,395
FIN,Finland,3/21/1983,5/6/1983,Sorsa VI,0,0,0,2,200,VIHR,Vihreä Liitto – Gröna Förbundet,Green League,3.646472078,67,133,650,34,1062
FIN,Finland,3/16/1987,4/30/1987,Holkeri I,0,0,0,1,200,AS,Åländsk Samlingin ääntä – Åländsk Samling,Aland Coalition,,67,527,614,650,66
FIN,Finland,3/16/1987,4/30/1987,Holkeri I,0,0,0,4,200,Deva,Demokraattinen Vaihtoehto – Demokratiskt Alternativs,Democratic Alternative,,67,527,614,650,229
FIN,Finland,3/16/1987,4/30/1987,Holkeri I,0,0,0,5,200,KD,Suomen Kristillisdemokraatit – Kristdemokraterna i Finland,Finnish Christian Union,7.188413939,67,527,614,650,1463
FIN,Finland,3/16/1987,4/30/1987,Holkeri I,0,0,0,40,200,KESK,Keskusta,Centre Party,5.802690043,67,527,614,650,94
FIN,Finland,3/16/1987,4/30/1987,Holkeri I,0,1,1,53,200,KOK,Kansallinen Kokoomus – Samlingspartiet,National Coalition Party,7.245056727,67,527,614,650,1118
FIN,Finland,3/16/1987,4/30/1987,Holkeri I,0,1,0,12,200,RKP-SFP,Ruotsalainen Kansanpuolue – Svenska Folkepartiet i Finland,Swedish People's Party,6.390567079,67,527,614,650,585
FIN,Finland,3/16/1987,4/30/1987,Holkeri I,0,0,0,16,200,SKDL,Suomen Kansan Demokraattinen Liitto – Demokratiska Förbundet för Finlands Folk,Finish People's Democratic Union,2.1275,67,527,614,650,1292
FIN,Finland,3/16/1987,4/30/1987,Holkeri I,0,1,0,9,200,SP-P,Suomen Puolue – Perussuomalaiset,Finnish Party -- True Finns,6.633070214,67,527,614,650,200
FIN,Finland,3/16/1987,4/30/1987,Holkeri I,0,1,0,56,200,SSDP,Suomen Sosialidemokraattinen Puolue – Finlands Socialdemokratiska Parti,Social Democratic Party of Finland,3.559517084,67,527,614,650,395
FIN,Finland,3/16/1987,4/30/1987,Holkeri I,0,0,0,4,200,VIHR,Vihreä Liitto – Gröna Förbundet,Green League,3.646472078,67,527,614,650,1062
FIN,Finland,3/16/1987,8/28/1990,Holkeri II,0,0,0,1,200,AS,Åländsk Samlingin ääntä – Åländsk Samling,Aland Coalition,,67,527,41,614,66
FIN,Finland,3/16/1987,8/28/1990,Holkeri II,0,0,0,4,200,Deva,Demokraattinen Vaihtoehto – Demokratiskt Alternativs,Democratic Alternative,,67,527,41,614,229
FIN,Finland,3/16/1987,8/28/1990,Holkeri II,0,0,0,5,200,KD,Suomen Kristillisdemokraatit – Kristdemokraterna i Finland,Finnish Christian Union,7.188413939,67,527,41,614,1463
FIN,Finland,3/16/1987,8/28/1990,Holkeri II,0,0,0,40,200,KESK,Keskusta,Centre Party,5.802690043,67,527,41,614,94
FIN,Finland,3/16/1987,8/28/1990,Holkeri II,0,1,0,53,200,KOK,Kansallinen Kokoomus – Samlingspartiet,National Coalition Party,7.245056727,67,527,41,614,1118
FIN,Finland,3/16/1987,8/28/1990,Holkeri II,0,1,0,12,200,RKP-SFP,Ruotsalainen Kansanpuolue – Svenska Folkepartiet i Finland,Swedish People's Party,6.390567079,67,527,41,614,585
FIN,Finland,3/16/1987,8/28/1990,Holkeri II,0,0,0,16,200,SKDL,Suomen Kansan Demokraattinen Liitto – Demokratiska Förbundet för Finlands Folk,Finish People's Democratic Union,2.1275,67,527,41,614,1292
FIN,Finland,3/16/1987,8/28/1990,Holkeri II,0,0,0,9,200,SP-P,Suomen Puolue – Perussuomalaiset,Finnish Party -- True Finns,6.633070214,67,527,41,614,200
FIN,Finland,3/16/1987,8/28/1990,Holkeri II,0,1,1,56,200,SSDP,Suomen Sosialidemokraattinen Puolue – Finlands Socialdemokratiska Parti,Social Democratic Party of Finland,3.559517084,67,527,41,614,395
FIN,Finland,3/16/1987,8/28/1990,Holkeri II,0,0,0,4,200,VIHR,Vihreä Liitto – Gröna Förbundet,Green League,3.646472078,67,527,41,614,1062
FIN,Finland,3/17/1991,4/26/1991,Aho I,0,0,0,1,200,AS,Åländsk Samlingin ääntä – Åländsk Samling,Aland Coalition,,67,602,831,41,66
FIN,Finland,3/17/1991,4/26/1991,Aho I,0,1,0,8,200,KD,Suomen Kristillisdemokraatit – Kristdemokraterna i Finland,Finnish Christian Union,7.188413939,67,602,831,41,1463
FIN,Finland,3/17/1991,4/26/1991,Aho I,0,1,1,55,200,KESK,Keskusta,Centre Party,5.802690043,67,602,831,41,94
FIN,Finland,3/17/1991,4/26/1991,Aho I,0,1,0,40,200,KOK,Kansallinen Kokoomus – Samlingspartiet,National Coalition Party,7.245056727,67,602,831,41,1118
FIN,Finland,3/17/1991,4/26/1991,Aho I,0,0,0,1,200,L,Liberaalit – Liberalerna,Liberals,5.716666667,67,602,831,41,1219
FIN,Finland,3/17/1991,4/26/1991,Aho I,0,1,0,11,200,RKP-SFP,Ruotsalainen Kansanpuolue – Svenska Folkepartiet i Finland,Swedish People's Party,6.390567079,67,602,831,41,585
FIN,Finland,3/17/1991,4/26/1991,Aho I,0,0,0,7,200,SP-P,Suomen Puolue – Perussuomalaiset,Finnish Party -- True Finns,6.633070214,67,602,831,41,200
FIN,Finland,3/17/1991,4/26/1991,Aho I,0,0,0,48,200,SSDP,Suomen Sosialidemokraattinen Puolue – Finlands Socialdemokratiska Parti,Social Democratic Party of Finland,3.559517084,67,602,831,41,395
FIN,Finland,3/17/1991,4/26/1991,Aho I,0,0,0,19,200,VAS,Vasemmistoliitto – Vänsterförbundet,Left Alliance,2.261191924,67,602,831,41,1427
FIN,Finland,3/17/1991,4/26/1991,Aho I,0,0,0,10,200,VIHR,Vihreä Liitto – Gröna Förbundet,Green League,3.646472078,67,602,831,41,1062
FIN,Finland,3/17/1991,6/26/1994,Aho II,0,0,0,1,200,AS,Åländsk Samlingin ääntä – Åländsk Samling,Aland Coalition,,67,602,206,831,66
FIN,Finland,3/17/1991,6/26/1994,Aho II,0,0,0,8,200,KD,Suomen Kristillisdemokraatit – Kristdemokraterna i Finland,Finnish Christian Union,7.188413939,67,602,206,831,1463
FIN,Finland,3/17/1991,6/26/1994,Aho II,0,1,1,55,200,KESK,Keskusta,Centre Party,5.802690043,67,602,206,831,94
FIN,Finland,3/17/1991,6/26/1994,Aho II,0,1,0,40,200,KOK,Kansallinen Kokoomus – Samlingspartiet,National Coalition Party,7.245056727,67,602,206,831,1118
FIN,Finland,3/17/1991,6/26/1994,Aho II,0,0,0,1,200,L,Liberaalit – Liberalerna,Liberals,5.716666667,67,602,206,831,1219
FIN,Finland,3/17/1991,6/26/1994,Aho II,0,1,0,11,200,RKP-SFP,Ruotsalainen Kansanpuolue – Svenska Folkepartiet i Finland,Swedish People's Party,6.390567079,67,602,206,831,585
FIN,Finland,3/17/1991,6/26/1994,Aho II,0,0,0,7,200,SP-P,Suomen Puolue – Perussuomalaiset,Finnish Party -- True Finns,6.633070214,67,602,206,831,200
FIN,Finland,3/17/1991,6/26/1994,Aho II,0,0,0,48,200,SSDP,Suomen Sosialidemokraattinen Puolue – Finlands Socialdemokratiska Parti,Social Democratic Party of Finland,3.559517084,67,602,206,831,395
FIN,Finland,3/17/1991,6/26/1994,Aho II,0,0,0,19,200,VAS,Vasemmistoliitto – Vänsterförbundet,Left Alliance,2.261191924,67,602,206,831,1427
FIN,Finland,3/17/1991,6/26/1994,Aho II,0,0,0,10,200,VIHR,Vihreä Liitto – Gröna Förbundet,Green League,3.646472078,67,602,206,831,1062
FIN,Finland,3/19/1995,4/13/1995,Lipponen I,0,0,0,1,200,AS,Åländsk Samlingin ääntä – Åländsk Samling,Aland Coalition,,67,24,100,206,66
FIN,Finland,3/19/1995,4/13/1995,Lipponen I,0,0,0,1,200,Eko,Ekologinen puolue – Ekologiska partiet,Ecological Party,4.75,67,24,100,206,1105
FIN,Finland,3/19/1995,4/13/1995,Lipponen I,0,0,0,7,200,KD,Suomen Kristillisdemokraatit – Kristdemokraterna i Finland,Finnish Christian Union,7.188413939,67,24,100,206,1463
FIN,Finland,3/19/1995,4/13/1995,Lipponen I,0,0,0,44,200,KESK,Keskusta,Centre Party,5.802690043,67,24,100,206,94
FIN,Finland,3/19/1995,4/13/1995,Lipponen I,0,1,0,39,200,KOK,Kansallinen Kokoomus – Samlingspartiet,National Coalition Party,7.245056727,67,24,100,206,1118
FIN,Finland,3/19/1995,4/13/1995,Lipponen I,0,0,0,2,200,NSP,Nuorsuomalaiset – Ungfinnarna,Young Finns,,67,24,100,206,1009
FIN,Finland,3/19/1995,4/13/1995,Lipponen I,0,1,0,11,200,RKP-SFP,Ruotsalainen Kansanpuolue – Svenska Folkepartiet i Finland,Swedish People's Party,6.390567079,67,24,100,206,585
FIN,Finland,3/19/1995,4/13/1995,Lipponen I,0,0,0,1,200,SP-P,Suomen Puolue – Perussuomalaiset,Finnish Party -- True Finns,6.633070214,67,24,100,206,200
FIN,Finland,3/19/1995,4/13/1995,Lipponen I,0,1,1,63,200,SSDP,Suomen Sosialidemokraattinen Puolue – Finlands Socialdemokratiska Parti,Social Democratic Party of Finland,3.559517084,67,24,100,206,395
FIN,Finland,3/19/1995,4/13/1995,Lipponen I,0,1,0,22,200,VAS,Vasemmistoliitto – Vänsterförbundet,Left Alliance,2.261191924,67,24,100,206,1427
FIN,Finland,3/19/1995,4/13/1995,Lipponen I,0,1,0,9,200,VIHR,Vihreä Liitto – Gröna Förbundet,Green League,3.646472078,67,24,100,206,1062
FIN,Finland,3/21/1999,4/15/1999,Lipponen II,0,0,0,1,200,AS,Åländsk Samlingin ääntä – Åländsk Samling,Aland Coalition,,67,15,352,100,66
FIN,Finland,3/21/1999,4/15/1999,Lipponen II,0,0,0,10,200,KD,Suomen Kristillisdemokraatit – Kristdemokraterna i Finland,Finnish Christian Union,7.188413939,67,15,352,100,1463
FIN,Finland,3/21/1999,4/15/1999,Lipponen II,0,0,0,48,200,KESK,Keskusta,Centre Party,5.802690043,67,15,352,100,94
FIN,Finland,3/21/1999,4/15/1999,Lipponen II,0,1,0,46,200,KOK,Kansallinen Kokoomus – Samlingspartiet,National Coalition Party,7.245056727,67,15,352,100,1118
FIN,Finland,3/21/1999,4/15/1999,Lipponen II,0,1,0,11,200,RKP-SFP,Ruotsalainen Kansanpuolue – Svenska Folkepartiet i Finland,Swedish People's Party,6.390567079,67,15,352,100,585
FIN,Finland,3/21/1999,4/15/1999,Lipponen II,0,0,0,1,200,Rt,Remonttiryhmä,Reform Group,6.599999905,67,15,352,100,638
FIN,Finland,3/21/1999,4/15/1999,Lipponen II,0,0,0,1,200,SP-P,Suomen Puolue – Perussuomalaiset,Finnish Party -- True Finns,6.633070214,67,15,352,100,200
FIN,Finland,3/21/1999,4/15/1999,Lipponen II,0,1,1,51,200,SSDP,Suomen Sosialidemokraattinen Puolue – Finlands Socialdemokratiska Parti,Social Democratic Party of Finland,3.559517084,67,15,352,100,395
FIN,Finland,3/21/1999,4/15/1999,Lipponen II,0,1,0,20,200,VAS,Vasemmistoliitto – Vänsterförbundet,Left Alliance,2.261191924,67,15,352,100,1427
FIN,Finland,3/21/1999,4/15/1999,Lipponen II,0,1,0,11,200,VIHR,Vihreä Liitto – Gröna Förbundet,Green League,3.646472078,67,15,352,100,1062
FIN,Finland,3/21/1999,5/31/2002,Lipponen III,0,0,0,1,200,AS,Åländsk Samlingin ääntä – Åländsk Samling,Aland Coalition,,67,15,663,352,66
FIN,Finland,3/21/1999,5/31/2002,Lipponen III,0,0,0,10,200,KD,Suomen Kristillisdemokraatit – Kristdemokraterna i Finland,Finnish Christian Union,7.188413939,67,15,663,352,1463
FIN,Finland,3/21/1999,5/31/2002,Lipponen III,0,0,0,48,200,KESK,Keskusta,Centre Party,5.802690043,67,15,663,352,94
FIN,Finland,3/21/1999,5/31/2002,Lipponen III,0,1,0,46,200,KOK,Kansallinen Kokoomus – Samlingspartiet,National Coalition Party,7.245056727,67,15,663,352,1118
FIN,Finland,3/21/1999,5/31/2002,Lipponen III,0,1,0,11,200,RKP-SFP,Ruotsalainen Kansanpuolue – Svenska Folkepartiet i Finland,Swedish People's Party,6.390567079,67,15,663,352,585
FIN,Finland,3/21/1999,5/31/2002,Lipponen III,0,0,0,1,200,Rt,Remonttiryhmä,Reform Group,6.599999905,67,15,663,352,638
FIN,Finland,3/21/1999,5/31/2002,Lipponen III,0,0,0,1,200,SP-P,Suomen Puolue – Perussuomalaiset,Finnish Party -- True Finns,6.633070214,67,15,663,352,200
FIN,Finland,3/21/1999,5/31/2002,Lipponen III,0,1,1,51,200,SSDP,Suomen Sosialidemokraattinen Puolue – Finlands Socialdemokratiska Parti,Social Democratic Party of Finland,3.559517084,67,15,663,352,395
FIN,Finland,3/21/1999,5/31/2002,Lipponen III,0,1,0,20,200,VAS,Vasemmistoliitto – Vänsterförbundet,Left Alliance,2.261191924,67,15,663,352,1427
FIN,Finland,3/21/1999,5/31/2002,Lipponen III,0,0,0,11,200,VIHR,Vihreä Liitto – Gröna Förbundet,Green League,3.646472078,67,15,663,352,1062
FIN,Finland,3/16/2003,4/17/2003,Jaatteenmaki,0,0,0,1,200,AS,Åländsk Samlingin ääntä – Åländsk Samling,Aland Coalition,,67,253,877,663,66
FIN,Finland,3/16/2003,4/17/2003,Jaatteenmaki,0,0,0,7,200,KD,Suomen Kristillisdemokraatit – Kristdemokraterna i Finland,Finnish Christian Union,7.188413939,67,253,877,663,1463
FIN,Finland,3/16/2003,4/17/2003,Jaatteenmaki,0,1,1,55,200,KESK,Keskusta,Centre Party,5.802690043,67,253,877,663,94
FIN,Finland,3/16/2003,4/17/2003,Jaatteenmaki,0,0,0,40,200,KOK,Kansallinen Kokoomus – Samlingspartiet,National Coalition Party,7.245056727,67,253,877,663,1118
FIN,Finland,3/16/2003,4/17/2003,Jaatteenmaki,0,1,0,8,200,RKP-SFP,Ruotsalainen Kansanpuolue – Svenska Folkepartiet i Finland,Swedish People's Party,6.390567079,67,253,877,663,585
FIN,Finland,3/16/2003,4/17/2003,Jaatteenmaki,0,0,0,3,200,SP-P,Suomen Puolue – Perussuomalaiset,Finnish Party -- True Finns,6.633070214,67,253,877,663,200
FIN,Finland,3/16/2003,4/17/2003,Jaatteenmaki,0,1,0,53,200,SSDP,Suomen Sosialidemokraattinen Puolue – Finlands Socialdemokratiska Parti,Social Democratic Party of Finland,3.559517084,67,253,877,663,395
FIN,Finland,3/16/2003,4/17/2003,Jaatteenmaki,0,0,0,19,200,VAS,Vasemmistoliitto – Vänsterförbundet,Left Alliance,2.261191924,67,253,877,663,1427
FIN,Finland,3/16/2003,4/17/2003,Jaatteenmaki,0,0,0,14,200,VIHR,Vihreä Liitto – Gröna Förbundet,Green League,3.646472078,67,253,877,663,1062
FIN,Finland,3/16/2003,6/24/2003,Vanhanen I,0,0,0,1,200,AS,Åländsk Samlingin ääntä – Åländsk Samling,Aland Coalition,,67,253,759,877,66
FIN,Finland,3/16/2003,6/24/2003,Vanhanen I,0,0,0,7,200,KD,Suomen Kristillisdemokraatit – Kristdemokraterna i Finland,Finnish Christian Union,7.188413939,67,253,759,877,1463
FIN,Finland,3/16/2003,6/24/2003,Vanhanen I,0,1,1,55,200,KESK,Keskusta,Centre Party,5.802690043,67,253,759,877,94
FIN,Finland,3/16/2003,6/24/2003,Vanhanen I,0,0,0,40,200,KOK,Kansallinen Kokoomus – Samlingspartiet,National Coalition Party,7.245056727,67,253,759,877,1118
FIN,Finland,3/16/2003,6/24/2003,Vanhanen I,0,1,0,8,200,RKP-SFP,Ruotsalainen Kansanpuolue – Svenska Folkepartiet i Finland,Swedish People's Party,6.390567079,67,253,759,877,585
FIN,Finland,3/16/2003,6/24/2003,Vanhanen I,0,0,0,3,200,SP-P,Suomen Puolue – Perussuomalaiset,Finnish Party -- True Finns,6.633070214,67,253,759,877,200
FIN,Finland,3/16/2003,6/24/2003,Vanhanen I,0,1,0,53,200,SSDP,Suomen Sosialidemokraattinen Puolue – Finlands Socialdemokratiska Parti,Social Democratic Party of Finland,3.559517084,67,253,759,877,395
FIN,Finland,3/16/2003,6/24/2003,Vanhanen I,0,0,0,19,200,VAS,Vasemmistoliitto – Vänsterförbundet,Left Alliance,2.261191924,67,253,759,877,1427
FIN,Finland,3/16/2003,6/24/2003,Vanhanen I,0,0,0,14,200,VIHR,Vihreä Liitto – Gröna Förbundet,Green League,3.646472078,67,253,759,877,1062
FIN,Finland,3/18/2007,4/19/2007,Vanhanen II,0,0,0,1,200,AS,Åländsk Samlingin ääntä – Åländsk Samling,Aland Coalition,,67,314,277,759,66
FIN,Finland,3/18/2007,4/19/2007,Vanhanen II,0,0,0,7,200,KD,Suomen Kristillisdemokraatit – Kristdemokraterna i Finland,Finnish Christian Union,7.188413939,67,314,277,759,1463
FIN,Finland,3/18/2007,4/19/2007,Vanhanen II,0,1,1,51,200,KESK,Keskusta,Centre Party,5.802690043,67,314,277,759,94
FIN,Finland,3/18/2007,4/19/2007,Vanhanen II,0,1,0,50,200,KOK,Kansallinen Kokoomus – Samlingspartiet,National Coalition Party,7.245056727,67,314,277,759,1118
FIN,Finland,3/18/2007,4/19/2007,Vanhanen II,0,1,0,9,200,RKP-SFP,Ruotsalainen Kansanpuolue – Svenska Folkepartiet i Finland,Swedish People's Party,6.390567079,67,314,277,759,585
FIN,Finland,3/18/2007,4/19/2007,Vanhanen II,0,0,0,5,200,SP-P,Suomen Puolue – Perussuomalaiset,Finnish Party -- True Finns,6.633070214,67,314,277,759,200
FIN,Finland,3/18/2007,4/19/2007,Vanhanen II,0,0,0,45,200,SSDP,Suomen Sosialidemokraattinen Puolue – Finlands Socialdemokratiska Parti,Social Democratic Party of Finland,3.559517084,67,314,277,759,395
FIN,Finland,3/18/2007,4/19/2007,Vanhanen II,0,0,0,17,200,VAS,Vasemmistoliitto – Vänsterförbundet,Left Alliance,2.261191924,67,314,277,759,1427
FIN,Finland,3/18/2007,4/19/2007,Vanhanen II,0,1,0,15,200,VIHR,Vihreä Liitto – Gröna Förbundet,Green League,3.646472078,67,314,277,759,1062
FIN,Finland,3/18/2007,6/22/2010,Kiviniemi,0,0,0,1,200,AS,Åländsk Samlingin ääntä – Åländsk Samling,Aland Coalition,,67,314,383,277,66
FIN,Finland,3/18/2007,6/22/2010,Kiviniemi,0,0,0,7,200,KD,Suomen Kristillisdemokraatit – Kristdemokraterna i Finland,Finnish Christian Union,7.188413939,67,314,383,277,1463
FIN,Finland,3/18/2007,6/22/2010,Kiviniemi,0,1,1,51,200,KESK,Keskusta,Centre Party,5.802690043,67,314,383,277,94
FIN,Finland,3/18/2007,6/22/2010,Kiviniemi,0,1,0,50,200,KOK,Kansallinen Kokoomus – Samlingspartiet,National Coalition Party,7.245056727,67,314,383,277,1118
FIN,Finland,3/18/2007,6/22/2010,Kiviniemi,0,1,0,9,200,RKP-SFP,Ruotsalainen Kansanpuolue – Svenska Folkepartiet i Finland,Swedish People's Party,6.390567079,67,314,383,277,585
