"country_name_short"	"Country"	"Parlgov.Party.Abbrev"	"Parlgov.Party.Name.English"	"Parlgov.Party.Name"	"party_name_ascii"	"family_name_short"	"family_name"	"left_right"	"state_market"	"liberty_authority"	"eu_anti_pro"	"cmp"	"euprofiler"	"ees"	"castles_mair"	"huber_inglehart"	"ray"	"benoit_laver"	"Recommended.CHES.party.id"	"country_id"	"ParlGov.party.id"	"family_id"	"CSIS.CHES.party.id"
"HUN"	"Hungary"	"PM"	"Dialogue for Hungary"	"Párbeszéd Magyarországért"	"Parbeszed Magyarorszagert"	"eco"	"Green/Ecologist"	2.6	2.6	1.7	6.6	NA	NA	NA	NA	NA	NA	NA	NA	39	2349	19	NA
"HUN"	"Hungary"	"SzDSz"	"Alliance of Free Democrats"	"Szabad Demokraták Szövetsége"	"Szabad Demokratak Szovetsege"	"lib"	"Liberal"	3.9659	7.7361	1.4381	9.7873	86422	163	1348422	NA	1602	NA	2028	2304	39	1426	6	2304
"HUN"	"Hungary"	"VP"	"Entrepreneurs' Party"	"Vállalkozók Pártja Egyesület"	"Vallalkozok Partja Egyesulet"	"lib"	"Liberal"	6	6.7	3.5	8.8	NA	NA	NA	NA	NA	NA	NA	NA	39	1203	6	NA
"HUN"	"Hungary"	"no-seat"	"no seat"	"no seat"	"no seat"	"none"	"no family"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	39	2350	12	NA
"HUN"	"Hungary"	"none"	"no party affiliation"	"független"	"fuggetlen"	"none"	"no family"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	39	1617	12	NA
"HUN"	"Hungary"	"one-seat"	"one seat"	"one seat"	"one seat"	"none"	"no family"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	39	952	12	NA
"HUN"	"Hungary"	"todo"	"to be coded"	"to be coded"	"to be coded"	"none"	"no family"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	39	826	12	NA
"IRL"	"Ireland"	"CnP"	"Republican Party"	"Clann na Poblachta"	"Clann na Poblachta"	"con"	"Conservative"	7.4	6.4	6.9	7.8	53714	NA	NA	NA	NA	NA	NA	NA	37	92	26	NA
"IRL"	"Ireland"	"CnT"	"Party of the Land"	"Clann na Talmhan"	"Clann na Talmhan"	"agr"	"Agrarian"	5.1	4.9	6.7	5.5	53810	NA	NA	NA	NA	NA	NA	NA	37	923	2	NA
"IRL"	"Ireland"	"DDI"	"Direct Democracy Ireland"	"Direct Democracy Ireland"	"Direct Democracy Ireland"	"right"	"Right-wing"	8.7	5.9	8.6	2.4	NA	NA	NA	NA	NA	NA	NA	NA	37	2371	40	NA
"IRL"	"Ireland"	"DLP"	"Democratic Left"	"Democratic Left"	"Democratic Left"	"com"	"Communist/Socialist"	1.8889	1.4	3	4.1667	53221	NA	NA	NA	1901	709	NA	NA	37	1580	14	NA
"IRL"	"Ireland"	"DSP"	"Democratic Socialist Party"	"Democratic Socialist Party"	"Democratic Socialist Party"	"soc"	"Social democracy"	3.3	3.5	3.6	5	NA	NA	NA	NA	NA	708	NA	NA	37	379	11	NA
"IRL"	"Ireland"	"FF"	"Fianna Fail (Soldiers of Destiny)"	"Fianna Fáil"	"Fianna Fail"	"con"	"Conservative"	6.0713	5.8991	6.9898	7.8389	53620	167	1372620	903	1903	701	6287	701	37	280	26	701
"IRL"	"Ireland"	"FG"	"Fine Gael (Familiy of the Irish)"	"Fine Gael"	"Fine Gael"	"chr"	"Christian democracy"	6.4372	6.1603	5.787	9.1708	53520	168	1372520	904	1904	702	6307	702	37	1393	3	702
"IRL"	"Ireland"	"Green"	"Green Party"	"Green Party  – Comhaontas Glas"	"Green Party -- Comhaontas Glas"	"eco"	"Green/Ecologist"	2.435	2.462	2.1754	3.0472	53110	169	1372110	NA	NA	705	6327	705	37	1573	19	705
"IRL"	"Ireland"	"H-B"	"Anti H-Block"	"Anti H-Block"	"Anti H-Block"	"spec"	"Special issue"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	37	1323	16	NA
"IRL"	"Ireland"	"I-LF"	"Independent -- Luke Flanagan"	"Independent – Luke Flanagan"	"Independent -- Luke Flanagan"	"eco"	"Green/Ecologist"	2.6	2.6	1.7	6.6	NA	NA	NA	NA	NA	NA	NA	NA	37	2369	19	NA
"IRL"	"Ireland"	"I-MH"	"Independent -- Marian Harkin"	"Independent – Marian Harkin"	"Independent -- Marian Harkin"	"lib"	"Liberal"	6	6.7	3.5	8.8	NA	NA	NA	NA	NA	NA	NA	NA	37	2329	6	NA
"IRL"	"Ireland"	"I-NC"	"Independent -- Nessa Childers"	"Independent – Nessa Childers"	"Independent -- Nessa Childers"	"soc"	"Social democracy"	3.3	3.5	3.6	8.1	NA	NA	NA	NA	NA	NA	NA	NA	37	2370	11	NA
"IRL"	"Ireland"	"I-PC"	"Independent -- Pat Cox"	"Independent – Pat Cox"	"Independent -- Pat Cox"	"lib"	"Liberal"	6	6.7	3.5	8.8	NA	NA	NA	NA	NA	NA	NA	NA	37	2328	6	NA
"IRL"	"Ireland"	"I-TJM"	"Independent -- Thomas (TJ) Maher"	"Independent – Thomas (TJ) Maher"	"Independent -- Thomas (TJ) Maher"	"agr"	"Agrarian"	5.1	4.9	6.7	5.5	NA	NA	NA	NA	NA	NA	NA	NA	37	2327	2	NA
"IRL"	"Ireland"	"IFF"	"Independent Fianna Fail"	"Independent Fianna Fáil"	"Independent Fianna Fail"	"con"	"Conservative"	7.4	6.4	6.9	7.8	NA	NA	NA	NA	NA	NA	NA	NA	37	2326	26	NA
"IRL"	"Ireland"	"Lab"	"Labour Party"	"Labour Party"	"Labour Party"	"soc"	"Social democracy"	3.6252	3.353	3.1071	7.1292	53320	170	1372320	902	1902	703	6347	703	37	318	11	703
"IRL"	"Ireland"	"Lib"	"Libertas Ireland"	"Libertas Ireland"	"Libertas Ireland"	"con"	"Conservative"	7.4	6.4	6.9	7.8	NA	171	1372001	NA	NA	NA	NA	NA	37	1199	26	NA
"IRL"	"Ireland"	"NL"	"National Labour Party"	"National Labour Party"	"National Labour Party"	"soc"	"Social democracy"	3.3	3.5	3.6	8.1	NA	NA	NA	NA	NA	NA	NA	NA	37	156	11	NA
"IRL"	"Ireland"	"NP"	"National Party"	"National Party"	"National Party"	"con"	"Conservative"	7.4	6.4	6.9	7.8	NA	NA	NA	NA	NA	NA	NA	NA	37	2218	26	NA
"IRL"	"Ireland"	"NPD"	"National Progressive Democrats"	"National Progressive Democrats – Daonlathaithe Forchéimnitheacha Náisiúnta"	"National Progressive Democrats -- Daonlathaithe Forcheimnitheacha Naisiunta"	"com"	"Communist/Socialist"	1.3	1.4	3	3.3	NA	NA	NA	NA	NA	NA	NA	NA	37	523	14	NA
"IRL"	"Ireland"	"PBPA"	"People Before Profit Alliance"	"People Before Profit Alliance"	"People Before Profit Alliance"	"com"	"Communist/Socialist"	1.3	1.4	3	3.3	NA	NA	NA	NA	NA	NA	NA	NA	37	1804	14	709
"IRL"	"Ireland"	"PD"	"Progressive Democrats"	"Progressive Democrats"	"Progressive Democrats"	"lib"	"Liberal"	8.0109	8.3901	3.7011	8.4528	53420	NA	NA	NA	1905	706	6367	706	37	651	6	706
"IRL"	"Ireland"	"PSF"	"Provisional Sinn Fein"	"Provisional Sinn Féin"	"Provisional Sinn Fein"	"com"	"Communist/Socialist"	2.7935	2.0316	4.5005	3.3	53951	172	1372951	NA	NA	NA	6387	NA	37	2217	14	NA
"IRL"	"Ireland"	"SFWP"	"Sinn Fein The Workers' Party"	"Sinn Féin The Workers' Party"	"Sinn Fein The Workers' Party"	"com"	"Communist/Socialist"	1.3	1.4	3	3.3	53951	NA	NA	NA	NA	NA	NA	NA	37	433	14	707
"IRL"	"Ireland"	"SP"	"Socialist Party"	"Socialist Party"	"Socialist Party"	"com"	"Communist/Socialist"	1.3	1.4	3	3.3	NA	173	NA	NA	NA	NA	NA	708	37	1014	14	708
"IRL"	"Ireland"	"ULA"	"United Left Alliance"	"United Left Alliance – Comhaontas Aontaithe an Chlé"	"United Left Alliance -- Comhaontas Aontaithe an Chle"	"com"	"Communist/Socialist"	1.3	1.4	3	3.3	NA	NA	NA	NA	NA	NA	NA	NA	37	2306	14	NA
"IRL"	"Ireland"	"no-seat"	"no seat"	"no seat"	"no-seat"	"none"	"no family"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	37	2216	12	NA
"IRL"	"Ireland"	"none"	"no party affiliation"	"no party affiliation"	"no party affiliation"	"none"	"no family"	NA	NA	NA	NA	NA	NA	1372000	NA	NA	NA	NA	NA	37	30	12	NA
"IRL"	"Ireland"	"one-seat"	"one seat"	"one seat"	"one seat"	"none"	"no family"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	37	2298	12	NA
"ISL"	"Iceland"	"A"	"Social Democratic Party"	"Alþýðuflokkurinn"	"Althyduflokkurinn"	"soc"	"Social democracy"	4.4444	3.5	3.6	8.1	15320	NA	NA	NA	1704	NA	NA	NA	56	228	11	NA
"ISL"	"Iceland"	"Ab"	"People's Alliance"	"Alþýðubandalagið"	"Althydubandalagid"	"com"	"Communist/Socialist"	2.2222	1.4	3	3.3	15220	NA	NA	NA	1702	NA	NA	NA	56	1360	14	NA
"ISL"	"Iceland"	"B-H"	"Civic Movement -- The Movement"	"Borgarahreyfingin – Hreyfingin"	"Borgarahreyfingin -- Hreyfingin"	"lib"	"Liberal"	6	6.7	3.5	8.8	NA	NA	NA	NA	NA	NA	NA	NA	56	587	6	NA
"ISL"	"Iceland"	"BF"	"Bright Future"	"Björt framtíð"	"Bjort framtid"	"lib"	"Liberal"	6	6.7	3.5	8.8	NA	NA	NA	NA	NA	NA	NA	NA	56	2204	6	NA
"ISL"	"Iceland"	"BJ"	"Alliance of Social Democrats "	"Bandalag jafnaðarmanna"	"Bandalag jafnadarmanna"	"soc"	"Social democracy"	3.3	3.5	3.6	8.1	15321	NA	NA	NA	NA	NA	NA	NA	56	988	11	NA
"ISL"	"Iceland"	"Bf"	"Citizens' Party"	"Borgaraflokkurinn"	"Borgaraflokkurinn"	"con"	"Conservative"	7.4	6.4	6.9	7.8	15621	NA	NA	NA	NA	NA	NA	NA	56	828	26	NA
"ISL"	"Iceland"	"Dawn"	"Dawn -- Organization of justice, fairness and democracy"	"Dögun – stjórnmálasamtök um réttlæti, sanngirni og lýðræði"	"Dogun -- stjornmalasamtok um rettlaeti, sanngirni og lydraedi"	"spec"	"Special issue"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	56	2206	16	NA
"ISL"	"Iceland"	"F"	"Progressive Party"	"Framsóknarflokkurinn"	"Framsoknarflokkurinn"	"agr"	"Agrarian"	5.0365	5.6579	3.8596	5.5	15810	NA	NA	NA	1703	NA	6203	NA	56	1455	2	NA
"ISL"	"Iceland"	"FH"	"Households Party"	"Flokkur Heimilanna"	"Flokkur Heimilanna"	"spec"	"Special issue"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	56	2207	16	NA
"ISL"	"Iceland"	"Fb"	"Candidature Party"	"Framboðsflokkurinn"	"Frambodsflokkurinn"	"spec"	"Special issue"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	56	2111	16	NA
"ISL"	"Iceland"	"Ff"	"Liberal Party"	"Frjálslyndi flokkurinn"	"Frjalslyndi flokkurinn"	"lib"	"Liberal"	6.2201	5.5981	3	8.8	15420	NA	NA	NA	NA	NA	6231	NA	56	506	6	NA
"ISL"	"Iceland"	"Fr"	"Liberals"	"Frjálslyndir"	"Frjalslyndir"	"lib"	"Liberal"	6	6.7	3.5	8.8	NA	NA	NA	NA	NA	NA	NA	NA	56	2114	6	NA
"ISL"	"Iceland"	"Graen"	"Left-Green Movement"	"Vinstrihreyfingin – grænt framboð"	"Vinstrihreyfingin -- graent frambod"	"eco"	"Green/Ecologist"	1.1842	1.4474	1.6667	6.6	15111	NA	NA	NA	NA	NA	6273	NA	56	210	19	NA
"ISL"	"Iceland"	"HG"	"RIght-Green People's Party"	"Hægri Grænir flokkur fólksins"	"Haegri Graenir flokkur folksins"	"lib"	"Liberal"	6	6.7	3.5	8.8	NA	NA	NA	NA	NA	NA	NA	NA	56	2209	6	NA
"ISL"	"Iceland"	"IDP"	"Iceland Democratic Party"	"Lýðræðisvaktin"	"Lydraedisvaktin"	"eco"	"Green/Ecologist"	2.6	2.6	1.7	6.6	NA	NA	NA	NA	NA	NA	NA	NA	56	2208	19	NA
"ISL"	"Iceland"	"IL"	"Icelandic Movement -- Living Country"	"Íslandshreyfingin – lifandi land"	"Islandshreyfingin -- lifandi land"	"eco"	"Green/Ecologist"	2.6	2.6	1.7	6.6	NA	NA	NA	NA	NA	NA	NA	NA	56	2115	19	NA
"ISL"	"Iceland"	"KL"	"Women's Alliance"	"Kvennalistinn"	"Kvennalistinn"	"spec"	"Special issue"	2.2222	NA	NA	NA	15951	NA	NA	NA	1701	NA	NA	NA	56	147	16	NA
"ISL"	"Iceland"	"Lve"	"Republican Party"	"Lýðveldisflokkurinn"	"Lydveldisflokkurinn"	"con"	"Conservative"	7.4	6.4	6.9	7.8	NA	NA	NA	NA	NA	NA	NA	NA	56	2005	26	NA
"ISL"	"Iceland"	"MJ"	"Debating Society of Social Democrats"	"Málfundafélag jafnaðarmanna"	"Malfundafelag jafnadarmanna"	"soc"	"Social democracy"	3.3	3.5	3.6	8.1	NA	NA	NA	NA	NA	NA	NA	NA	56	2314	11	NA
"ISL"	"Iceland"	"OL"	"Independent Democratic Party"	"Óháði Lýðræðisflokkurinn"	"Ohadi Lydraedisflokkurinn"	"soc"	"Social democracy"	3.3	3.5	3.6	8.1	NA	NA	NA	NA	NA	NA	NA	NA	56	1800	11	NA
"ISL"	"Iceland"	"Pi"	"Pirate Party"	"Pírata"	"Pirata"	"eco"	"Green/Ecologist"	2.6	2.6	1.7	6.6	NA	NA	NA	NA	NA	NA	NA	NA	56	2205	19	NA
"ISL"	"Iceland"	"Rebo"	"Rainbow"	"Regnboginn"	"Regnboginn"	"com"	"Communist/Socialist"	1.3	1.4	3	3.3	NA	NA	NA	NA	NA	NA	NA	NA	56	2210	14	NA
"ISL"	"Iceland"	"SA-S"	"United Socialist Party"	"Sameiningarflokkur alþýðu – Sósíalistaflokkurinn"	"Sameiningarflokkur althyou -- Sosialistaflokkurinn"	"com"	"Communist/Socialist"	1.3	1.4	3	3.3	15220	NA	NA	NA	NA	NA	NA	NA	56	1319	14	NA
"ISL"	"Iceland"	"Sam"	"Social Democratic Alliance"	"Samfylkingin"	"Samfylkingin"	"soc"	"Social democracy"	4.0789	4.2982	1.0088	8.1	15328	NA	NA	NA	NA	NA	6259	NA	56	1006	11	NA
"ISL"	"Iceland"	"Sfvm"	"Union of Liberals and Leftist"	"Samtök frjálslyndra og vinstri manna"	"Samtok frjalslyndra og vinstri manna"	"com"	"Communist/Socialist"	1.3	1.4	3	3.3	15322	NA	NA	NA	NA	NA	NA	NA	56	53	14	NA
"ISL"	"Iceland"	"Sj"	"Independence Party"	"Sjálfstæðisflokkurinn"	"Sjalfstaedisflokkurinn"	"con"	"Conservative"	7.4854	7.6316	4.0351	7.8	15620	NA	NA	NA	1705	NA	6217	NA	56	1342	26	NA
"ISL"	"Iceland"	"Sjf"	"Association for Equality and Justice"	"Samtök um jatnrétti og félagshyggju"	"Samtok um jatnretti og felagshyggju"	"agr"	"Agrarian"	5.1	4.9	6.7	5.5	NA	NA	NA	NA	NA	NA	NA	NA	56	817	2	NA
"ISL"	"Iceland"	"Th-Ff"	"People's Movement"	"Þjóðvaki – Fylking fólksins"	"Thjodvaki -- Fylking folksins"	"soc"	"Social democracy"	3.3	3.5	3.6	8.1	15323	NA	NA	NA	NA	NA	NA	NA	56	205	11	NA
"ISL"	"Iceland"	"Thod"	"National Party"	"Þjóðarflokkurinn"	"Thjodarflokkurinn"	"agr"	"Agrarian"	5.1	4.9	6.7	5.5	NA	NA	NA	NA	NA	NA	NA	NA	56	2116	2	NA
"ISL"	"Iceland"	"Thva"	"National Preservation Party"	"Þjóðvarnarflokkurinn"	"Thjodvarnarflokkurinn"	"lib"	"Liberal"	6	6.7	3.5	8.8	15710	NA	NA	NA	NA	NA	NA	NA	56	1172	6	NA
"ISL"	"Iceland"	"Thve"	"Common Wealth Party"	"Þjóðveldisflokkurinn"	"Tjodveldisflokkurin"	"con"	"Conservative"	7.4	6.4	6.9	7.8	NA	NA	NA	NA	NA	NA	NA	NA	56	2004	26	NA
"ISL"	"Iceland"	"no-seat"	"no seat"	"no seat"	"no seat"	"none"	"no family"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	56	2112	12	NA
"ISL"	"Iceland"	"none"	"no party affiliation"	"no party affiliation"	"no party affiliation"	"none"	"no family"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	56	134	12	NA
"ISR"	"Israel"	"AE"	"One Nation"	"Am Ehad"	"Am Ehad"	"soc"	"Social democracy"	2.9825	1.7053	4.349	8.1	72312	NA	NA	NA	NA	NA	6407	NA	34	615	11	NA
"ISR"	"Israel"	"AH"	"Labour Unity"	"Ahdut HaAvoda"	"Ahdut HaAvoda"	"soc"	"Social democracy"	3.3	3.5	3.6	8.1	72325	NA	NA	NA	NA	NA	NA	NA	34	1343	11	NA
"ISR"	"Israel"	"AY"	"Union of Israel"	"Agudat Yisrael"	"Agudat Yisrael"	"spec"	"Special issue"	NA	NA	NA	NA	72531	NA	NA	NA	NA	NA	NA	NA	34	265	16	NA
"ISR"	"Israel"	"AlYa"	"Green Leaf"	"Ale Yarok"	"Ale Yarok"	"eco"	"Green/Ecologist"	2.6	2.6	1.7	6.6	NA	NA	NA	NA	NA	NA	NA	NA	34	2323	19	NA
"ISR"	"Israel"	"AmSh"	"Whole Nation"	"Am Shalem"	"Am Shalem"	"spec"	"Special issue"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	34	2324	16	NA
"ISR"	"Israel"	"Atid"	"Future"	"Atid"	"Atid"	"right"	"Right-wing"	8.7	5.9	8.6	2.4	NA	NA	NA	NA	NA	NA	NA	NA	34	2356	40	NA
"ISR"	"Israel"	"Balad"	"National Democratic Assembly"	"Brit Le'umit Demokratit"	"Brit Le'umit Demokratit"	"spec"	"Special issue"	0.7407	2.4163	5.2322	NA	NA	NA	NA	NA	NA	NA	6423	NA	34	805	16	NA
"ISR"	"Israel"	"DH"	"Banner of the Torah"	"Degel HaTorah"	"Degel HaTorah"	"con"	"Conservative"	7.4	6.4	6.9	7.8	72614	NA	NA	NA	NA	NA	NA	NA	34	249	26	NA
"ISR"	"Israel"	"DS"	"The Third Way"	"HaDerech HaShlishit"	"HaDerech HaShlishit"	"lib"	"Liberal"	6	6.7	3.5	8.8	72427	NA	NA	NA	NA	NA	NA	NA	34	279	6	NA
"ISR"	"Israel"	"FS"	"Flatto-Sharon"	"Flatto-Sharon"	"Flatto-Sharon"	"right"	"Right-wing"	8.7	5.9	8.6	2.4	NA	NA	NA	NA	NA	NA	NA	NA	34	1845	40	NA
"ISR"	"Israel"	"Gahal"	"Herut-Liberal Bloc"	"Gush Herut-Liberalim"	"Gush Herut-Liberalim"	"con"	"Conservative"	7.4	6.4	6.9	7.8	72621	NA	NA	NA	NA	NA	NA	NA	34	687	26	NA
"ISR"	"Israel"	"Gil"	"Pensioners of Israel"	"Gimla'ey Israel"	"Gimla'ey Israel"	"spec"	"Special issue"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	34	1873	16	NA
"ISR"	"Israel"	"HDM"	"United Religious Front"	"Hazit Datit Meuhedet"	"Hazit Datit Meuhedet"	"spec"	"Special issue"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	34	1821	16	NA
"ISR"	"Israel"	"HDT"	"Religious Torah Front"	"Hazit Datit Toratit"	"Hazit Datit Toratit"	"spec"	"Special issue"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	34	1837	16	NA
"ISR"	"Israel"	"HHM"	"Mizrachi Workers"	"Hapoel HaMizrachi"	"Hapoel HaMizrachi"	"spec"	"Special issue"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	34	1828	16	NA
"ISR"	"Israel"	"HHT"	"Yemenite Association"	"Hitahdut HaTeimanim"	"Hitahdut HaTeimanim"	"spec"	"Special issue"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	34	1827	16	NA
"ISR"	"Israel"	"HM|HA"	"Alignment | Labor"	"HaMa'arakh | HaAvoda"	"HaMa'arakh | HaAvoda"	"soc"	"Social democracy"	3.3	3.5	3.6	8.1	72320	NA	NA	NA	NA	NA	NA	NA	34	244	11	NA
"ISR"	"Israel"	"HU"	"Agriculture and Development"	"Hakla'ut Ufituah"	"Hakla'ut Ufituah"	"spec"	"Special issue"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	34	1835	16	NA
"ISR"	"Israel"	"HaLe"	"National Union"	"HaIhud HaLeumi"	"HaIhud HaLeumi"	"right"	"Right-wing"	9.5906	5.7895	8.1474	2.4	72624	NA	NA	NA	NA	NA	6455	NA	34	1357	40	NA
"ISR"	"Israel"	"Haatz"	"Sia'at Ha'Atzma'ut"	"Sia'at Ha'Atzma'ut"	"Independence"	"soc"	"Social democracy"	3.3	3.5	3.6	8.1	NA	NA	NA	NA	NA	NA	NA	NA	34	2043	11	NA
"ISR"	"Israel"	"Hat"	"The Movement"	"Hatnuah"	"Hatnuah"	"lib"	"Liberal"	6	6.7	3.5	8.8	NA	NA	NA	NA	NA	NA	NA	NA	34	2320	6	NA
"ISR"	"Israel"	"HeNaMo"	"Herut -- The National Movement"	"Herut – HaTnu'a HaLeumit"	"Herut -- HaTnu'a HaLeumit"	"right"	"Right-wing"	8.7	5.9	8.6	2.4	NA	NA	NA	NA	NA	NA	NA	NA	34	2361	40	NA
"ISR"	"Israel"	"Herut"	"Freedom Party"	"Herut"	"Herut"	"con"	"Conservative"	7.4	6.4	6.9	7.8	72620	NA	NA	NA	NA	NA	NA	NA	34	1204	26	NA
"ISR"	"Israel"	"H|M|S"	"Communist Party | Moked | Sheli"	"HaMiflega HaKomunistit | Moked | Sheli"	"HaMiflega HaKomunistit | Moked | Sheli"	"com"	"Communist/Socialist"	1.3	1.4	3	3.3	72220	NA	NA	NA	NA	NA	NA	NA	34	387	14	NA
"ISR"	"Israel"	"KP"	"Progress and Development"	"Kidma vePituah"	"Kidma vePituah"	"spec"	"Special issue"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	34	1838	16	NA
"ISR"	"Israel"	"Kach"	"Thus"	"Kach"	"Kach"	"right"	"Right-wing"	8.7	5.9	8.6	2.4	NA	NA	NA	NA	NA	NA	NA	NA	34	1969	40	NA
"ISR"	"Israel"	"Kadima"	"Forward"	"Kadima"	"Kadima"	"lib"	"Liberal"	6	6.7	3.5	8.8	NA	NA	NA	NA	NA	NA	NA	NA	34	1870	6	NA
"ISR"	"Israel"	"KiVe"	"Progress and Work"	"Kidma Ve'avoda"	"Kidma Ve'avoda"	"spec"	"Special issue"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	34	1834	16	NA
"ISR"	"Israel"	"L"	"The Consolidation"	"Likud"	"Likud"	"con"	"Conservative"	6.6788	7.4912	6	7.8	72622	NA	NA	NA	NA	NA	6488	NA	34	678	26	NA
"ISR"	"Israel"	"LA"	"Independent Liberals"	"Libralim Atzma'im"	"Libralim Atzma'im"	"lib"	"Liberal"	6	6.7	3.5	8.8	72410	NA	NA	NA	NA	NA	NA	NA	34	188	6	NA
"ISR"	"Israel"	"M"	"Homeland"	"Moledet"	"Moledet"	"con"	"Conservative"	7.4	6.4	6.9	7.8	72615	NA	NA	NA	NA	NA	NA	NA	34	980	26	NA
"ISR"	"Israel"	"MLH"	"New Liberal Party"	"Miflaga Libralit Hadasha"	"Miflaga Libralit Hadasha"	"right"	"Right-wing"	8.7	5.9	8.6	2.4	NA	NA	NA	NA	NA	NA	NA	NA	34	2312	40	NA
"ISR"	"Israel"	"MP"	"Progressive Party"	"Miflaga Progresivit"	"Miflaga Progresivit"	"lib"	"Liberal"	6	6.7	3.5	8.8	NA	NA	NA	NA	NA	NA	NA	NA	34	1822	6	NA
"ISR"	"Israel"	"Mada"	"Arab Democratic Party"	"Miflaga Demokratit Aravit – al-Hizb al-Dimuqrati al-Arabi"	"Miflaga Demokratit Aravit al-Hizb -- al-Dimuqrati al-Arabi"	"spec"	"Special issue"	1.0526	2.5387	7.9257	NA	72901	NA	NA	NA	NA	NA	6539	NA	34	1150	16	NA
"ISR"	"Israel"	"Mafdal"	"National Religious Party"	"Miflaga Datit Leumit"	"Miflaga Datit Leumit"	"right"	"Right-wing"	8.6207	3.9035	9.3466	2.4	72530	NA	NA	NA	NA	NA	6522	NA	34	214	40	NA
"ISR"	"Israel"	"Mapam"	"United Workers Party"	"Mifleget HaPoalim HaMeuhedet"	"Mifleget HaPoalim HaMeuhedet"	"soc"	"Social democracy"	3.3	3.5	3.6	8.1	72311	NA	NA	NA	NA	NA	NA	NA	34	1168	11	NA
"ISR"	"Israel"	"MeHo"	"Free Centre"	"HaMerkaz HaHofshi"	"HaMerkaz HaHofshi"	"lib"	"Liberal"	6	6.7	3.5	8.8	NA	NA	NA	NA	NA	NA	NA	NA	34	1889	6	NA
"ISR"	"Israel"	"Meimad"	"Meimad"	"Medina Yehudit Medina Demokratit"	"Medina Yehudit Medina Demokratit"	"soc"	"Social democracy"	3.3	3.5	3.6	8.1	NA	NA	NA	NA	NA	NA	NA	NA	34	1867	11	NA
"ISR"	"Israel"	"Meretz"	"Energy"	"Meretz"	"Meretz"	"soc"	"Social democracy"	1.7786	3.2632	0.6667	8.1	72326	NA	NA	NA	NA	NA	6505	NA	34	1419	11	NA
"ISR"	"Israel"	"MiHa"	"Centre Party"	"Mifleget Hamerkaz"	"Mifleget Hamerkaz"	"lib"	"Liberal"	6	6.7	3.5	8.8	NA	NA	NA	NA	NA	NA	NA	NA	34	1863	6	NA
"ISR"	"Israel"	"MiHal"	"Liberal Party"	"Miflaga Haliberalit"	"Miflaga Haliberalit"	"lib"	"Liberal"	6	6.7	3.5	8.8	72411	NA	NA	NA	NA	NA	NA	NA	34	765	6	NA
"ISR"	"Israel"	"Mizrahi"	"Spiritual Centre"	"HaMizrahi – Merkaz Ruhani"	"HaMizrahi -- Merkaz Ruhani"	"spec"	"Special issue"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	34	1833	16	NA
"ISR"	"Israel"	"Mo"	"Heritage"	"Morasha"	"Morasha"	"spec"	"Special issue"	NA	NA	NA	NA	72534	NA	NA	NA	NA	NA	NA	NA	34	31	16	NA
"ISR"	"Israel"	"O"	"Courage"	"Ometz"	"Ometz"	"lib"	"Liberal"	6	6.7	3.5	8.8	72425	NA	NA	NA	NA	NA	NA	NA	34	61	6	NA
"ISR"	"Israel"	"OL"	"Strength to Israel"	"Otzma Leyisrael"	"Otzma Leyisrael"	"right"	"Right-wing"	8.7	5.9	8.6	2.4	NA	NA	NA	NA	NA	NA	NA	NA	34	2322	40	NA
"ISR"	"Israel"	"OZ-KH"	"This World -- New Force"	"HaOlam HaZeh – Koah Hadash"	"HaOlam HaZeh -- Koah Hadash"	"com"	"Communist/Socialist"	1.3	1.4	3	3.3	72610	NA	NA	NA	NA	NA	NA	NA	34	938	14	NA
"ISR"	"Israel"	"One"	"Bridge"	"Gesher"	"Gesher"	"con"	"Conservative"	7.4	6.4	6.9	7.8	NA	NA	NA	NA	NA	NA	NA	NA	34	1862	26	NA
