country	eastwest	eumember	year	expert	party_id	cmp_id	party	vote	seat	electionyear	epvote	family	govt	position	pro_anti	eu_salience	eu_dissent	eu_benefit	eu_ep	eu_fiscal	eu_intmark	eu_employ	eu_agri	eu_cohesion	eu_environ	eu_asylum	eu_foreign	eu_turkey	lrgen	lrecon	galtan	spendvtax	spendvtax_salience	deregulation	dereg_salience	redistribution	redist_salience	civlib_laworder	civlib_salience	sociallifestyle	social_salience	religious_principle	relig_salience	immigrate_policy	immigra_salience	multiculturalism	multicult_salience	urban_rural	urban_salience	environment	enviro_salience	cosmo	cosmo_salience	regions	region_salience	international_security	international_salience	us	us_salience	ethnic_minorities	ethnic_salience
"uk"	"west"	"EU member state"	1999	13	1101	51620	"CONS"	30.7	25	1997	35.77	"cons"	"not in government"	2.1538463	"anti European integration"	3.666667	5		2.5	1.0833334		1.4615384		2.9166667	3.1666667	2.2307692	2.5833333		6.9230771	7.6923075	7.0833335																														
"uk"	"west"	"EU member state"	1999	13	1102	51320	"LAB"	43.2	63.6	1997	28.03	"socialist"	"in government"	5.3846154	"pro European integration"	2.769231	3.461539		4.7272725	2.8333333		4.25		5.0833335	5.75	4.3846154	5.4615383		4.7307692	4.8461537	4.5																														
"uk"	"west"	"EU member state"	1999	13	1104	51421	"LibDem"	16.8	7	1997	12.66	"liberal"	"not in government"	6.6153846	"pro European integration"	3.515152	1.875		6.4545455	5.3000002		5.6363635		6.25	6.625	6.0833335	6.6153846		4	3.7692308	2.7727273																														
"uk"	"west"	"EU member state"	1999	13	1105	51902	"SNP"	2	.9	1997	2.68	"regionalist"	"not in government"	6.5454545	"pro European integration"	3.066667	1.5		5.7142859	5.5		6		6.625	6.125	5.3333335	6.1666665		3.4166667	2.875	3.6363637																														
"uk"	"west"	"EU member state"	1999	13	1106		"PLAID"	.5	.6	1997	1.85	"regionalist"	"not in government"	6	"pro European integration"	2.333333	1.875		5.5	5.25		5.75		6.4285712	6.1428571	5	6.1999998		3.25	2.4583333	3.625																														
"uk"	"west"	"EU member state"	1999	13	1107		"GREEN"	.2	0	1997	6.25	"green"	"not in government"	4.4444447	"neutral"	2.333333	2.5		5.3333335	4.75		6.25		6	"strongly favors a common policy on environment"	5.75	4.75		2.25	1.875	1.7777778																														
"uk"	"west"	"EU member state"	1999	13	1108	51951	"UKIP"	.3	0	1997	6.96	"rad right"	"not in government"	"strongly opposed"	"anti European integration"	3.333333	0		1.25	"strongly opposes tax harmonization"		"strongly opposes a common employment policy"		"strongly opposes the EU's cohesion policy"	1.0833334	1.0769231	"strongly opposes a common foreign and security policy"		7.2458334	7.8076925	7.5714288																														
"uk"	"west"	"EU member state"	2002	18	1101	51620	"CONS"	31.7	25.2	2001	35.77	"cons"	"not in government"	2	"anti European integration"	3.44	7.466667		1.61		4.28	1.65	2.13	2.93	2.33	2.47	1.72		7.72	8.06	8.17																														
"uk"	"west"	"EU member state"	2002	18	1102	51320	"LAB"	40.7	62.5	2001	28.03	"socialist"	"in government"	5.22	"pro European integration"	3.06	3.766667		3.76		5.39	4.63	2.12	4.93	4.94	5.13	5.19		5.18	5.28	4.83																														
"uk"	"west"	"EU member state"	2002	18	1104	51421	"LibDem"	18.3	7.9	2001	12.66	"liberal"	"not in government"	6.67	"pro European integration"	3.28	1.422222		6.06		6.06	5.88	2.8	5.87	6.4	6.21	6.44		3.82	4.22	2.5																														
"uk"	"west"	"EU member state"	2002	18	1105	51902	"SNP"	1.8	.8	2001	2.68	"regionalist"	"not in government"	5.54	"pro European integration"	2.75	2.222222		5		4.56	6.13	3.4	6.31	5.75	6	5.38		3	2.83	4.5																														
"uk"	"west"	"EU member state"	2002	18	1106		"PLAID"	.7	.6	2001	1.85	"regionalist"	"not in government"	5.75	"pro European integration"	2.93	2.222222		5.33		4.75	5.18	3.58	6.38	5.36	5.2	5.33		3.2	3.07	4.19																														
"uk"	"west"	"EU member state"	2006	9	1101	51620	"CONS"	32.4	30.7	2005	26.7	"cons"	"not in government"	2.56	"anti European integration"	2.56	6.22		2.63		6.13			4.25			2.5	4.13	6.56	7	6	5.78	6.44	7.67	7.5	7.63	5.57	7.29	6.88	5	5.14	6	4	8	7.88	7.5		6.43	5.86			7.29	7.29	6.29	4.57			7.14	5.29	7.14	7.14
"uk"	"west"	"EU member state"	2006	9	1102	51320	"LAB"	35.2	55	2005	22.6	"socialist"	"in government"	5.22	"pro European integration"	2.33	4		4.63		6.13			5.63			5.25	5.75	4.88	4.44	4.67	3.67	7	6	5.38	4.38	6.57	7.14	6.75	3.14	6.14	5	3.29	6.5	6	6.38		3.14	4			5.29	5.29	4.57	4.71			7.14	5.86	4.14	5.83
"uk"	"west"	"EU member state"	2006	9	1104	51421	"LibDem"	22	9.6	2005	14.9	"liberal"	"not in government"	6.22	"pro European integration"	3	1.89		6.25		6.38			6.38			6.25	5.75	4.33	4.33	2.56	3.56	6.67	6.44	6	3.63	6.86	2.71	7.13	1.71	7.57	3	3.86	3.75	5.13	4.88		5.71	5.57			3.43	6.4	2	7.14			4.57	6.43	3	6.14
"uk"	"west"	"EU member state"	2006	9	1105	51902	"SNP"	1.5	.9	2005	1.4	"regionalist"	"not in government"	5.22	"pro European integration"	2.78	3		4.86		5.43			6.43			4.57	4.57	3.89	3.88	4	3.25	5.5	4.13	4.57	4.14	4.83	4.33	4.86	3.83	4	3.83	3.17	4.57	4.71	5		5.5	4.83			7.43	7.14	.71	8.57			2.71	4.86	4.33	4
"uk"	"west"	"EU member state"	2006	10	1106		"PLAID"	.6	.5	2005	1	"regionalist"	"not in government"	5.4	"pro European integration"	2.4	3.5		5.14		5.17			6.71			4.57	4.71	3.1	2.75	3.5	2.88	5.38	4.13	4	3	4.5	4	5.43	3.17	4	3	2.33	4.29	3.86	4		6.33	5.83			8.29	7.86	.43	9.57			2.43	4.86	3.83	4
"uk"	"west"	"EU member state"	2006	9	1107		"GREEN"	1	0	2005	6.3	"green"	"not in government"	3.78	"neutral"	2.33	4		5.5		3.57			5.67			4.17	4.5	2.89	2.88	2.25	2.75	5.29	2.88	4.5	2.83	6	2.33	5.14	1.5	5.83	2.33	2.5	3.57	3.29	3.43		5.67	4.5			1.67	4.5	1.14	8.14			1	6.14	2.83	3.33
"uk"	"west"	"EU member state"	2006	9	1108	51951	"UKIP"	2.2	0	2005	16.1	"cons"	"not in government"	"strongly opposed"	"anti European integration"	4	1.44		1.5		3.14			1.86			"strongly opposes a common foreign and security policy"	1.14	8.44	8.38	8.13	8.25	3.25	7.71	6.86	7	3	7.5	6.43	7	4.33	6	5	9.63	9.25	9.29		5.33	4.33			9.57	9.14	6	5.5			5.71	4.29	9	7.83
"uk"	"west"	"EU member state"	2010	16	1101	51620	"CONS"	36.1	47.2	2010	27.7	"cons"	"in government"	2.2666667		2.666667	5.4	2.2	2.3333333		5.6923075			3.4166667			2.75	5.3333335	7.1333332	7.6428576	6.2666669	7	7.14286	7.35714	7.16667	6.64286	5.23077	6.92857	6.53846	4.85714	5.41667	5.75	3.54545	7.57143	7.46154	6.91667	6.61538	7	5	6.23077	4.33333			5	4.91667	3.07692	5.08333			5.25	4.72727
"uk"	"west"	"EU member state"	2010	16	1102	51320	"LAB"	29	39.7	2010	15.7	"socialist"	"not in government"	4.8000002		2.133333	3.6	1.06667	4.5833335		5.7692308			5.4166665			5.0833335	5.5833335	4	4	4.0666666	2.86667	7.28571	4.42857	5	3.35714	5.53846	6.07143	5.53846	2.35714	4.41667	4.25	2.18182	5.57143	5.84615	3.83333	5	2.72727	2.75	5.23077	3.92308			3.75	4.91667	2.92308	5.16667			3.33333	4.45455
"uk"	"west"	"EU member state"	2010	16	1104	51421	"LIBDEM"	23	8.8	2010	13.7	"liberal"	"in government"	6		2.733333	1.866667	1	5.75		6.0769229			5.5			6	5.75	"center"	5.6428571	2.7333333	4.46667	7	5.78571	5.08333	4.28571	5.84615	3.28571	6.38462	1.14286	6.41667	3	2.09091	3.71429	5.69231	3.41667	4.92308	5.72727	3.54545	4.15385	5.30769			2.08333	5.83333	4.53846	5.5			2.58333	4.18182
"uk"	"west"	"EU member state"	2010	16	1105	51902	"SNP"	1.7	.9	2010	2.1	"regionalist"	"not in government"	5.1333332		2.357143	2.636364	1.33333	4.5		4.7272725			5.818182			4.5555553	4.4444447	3.3333335	2.9285715	3.5833335	2.69231	7.08333	3.75	4	2.76923	5.27273	4.8	4.88889	3.09091	4.875	3.6	2.66667	3.72727	4.33333	4.57143	4.375	5.5	3.88889	4	4.85714			1.08333	8.18182	5.75	2.66667			3.375	4.28571
"uk"	"west"	"EU member state"	2010	16	1106		"PLAID"	.6	.5	2010	.8	"regionalist"	"not in government"	5		2.363636	2.636364	1.6	4.5454545		4.5454545			5.818182			4.5555553	4.4444447	3	2.6153846	3.2307692	2.46154	7	3.54545	3.66667	2.4	6	4.5	5	3.33333	5.28571	3.44444	2.71429	3.88889	5.125	4.42857	4.71429	6.71429	4	3.44444	5.22222			1.25	8.33333	6.25	3.11111			3.83333	4.42857
"uk"	"west"	"EU member state"	2010	16	1107		"GREEN"	1	.2	2010	8.1	"green"	"not in government"	4.6923075		2.428571	2.454545	1.86667	4.8000002		3.6666667			5			4.1111112	4.875	2.5333333	1.9230769	1.4285715	2	6.5	2.30769	4.45455	2.07692	5.55556	2	5.33333	.846154	6.45455	1.90909	2	2.5	4.27273	2.66667	4	4.875	2.77778	.615385	9			1.8	6.22222	7.9	4.9			2.22222	5.625
"uk"	"west"	"EU member state"	2010	16	1108	51951	"UKIP"	3.1	0	2010	16.5	"cons"	"not in government"	"strongly opposed"		4	.9333333	3	1.0833334		2.1666667			1.1666666			1.0833334	1.1818181	8.7857141	8.166667	7.6153851	7.5	3.66667	7.375	3.875	7.55556	4	8.33333	5.90909	7.18182	4.54545	5.88889	3.4	9.46154	8.58333	9.3	8.63636	6.71429	4	7.28571	2			7.375	4.33333	5.85714	4			8.81818	6.8
"uk"	"west"	"EU member state"	2010	16	1109		"BNP"	1.9	0	2010	6.2	"rad right"	"not in government"	1.2		3.266667	1.454545	3	1.25		1.9090909			1.2727273			1.1666666	1.1	9.9285717	5.8461537	9.5333338	3.75	3.11111	2.66667	2.25	3.66667	3.71429	9.91667	8	9.61539	7.6	6.77778	3.88889	10	10	10	9.91667	3	4.375	7.66667	1.88889			8.85714	3.375	4.5	3.11111			9.84615	9.58333
"por"	"west"	"EU member state"	1999	5	1201	35229	"CDU"	9	7.4	1999	10.3	"rad left"	"not in government"	2.5999999	"anti European integration"	2.4	2		3.2	3.25		4.6666665		5.4000001	6	5	3		2.8	2.4000001	3																														
"por"	"west"	"EU member state"	1999	5	1202	35520	"CDS-PP"	8.3	6.5	1999	8.2	"cons"	"not in government"	"neutral"	"neutral"	2.933333	3		2.75	"neutral towards tax harmonization"		"neutral towards a common employment policy"		5	4.6666665	3.6666667	2.75		8.1999998	8.1999998	8.3999996																														
"por"	"west"	"EU member state"	1999	5	1205	35311	"PS"	44.1	50	1999	43.1	"socialist"	"in government"	"strongly in favor"	"pro European integration"	4	.9999999		5.5	6.3333335		6.3333335		6.75	"strongly favors a common policy on environment"	6	6.75		3.5999999	4.4000001	3.2																														
"por"	"west"	"EU member state"	1999	5	1206	35313	"PSD"	32.3	35.2	1999	31.1	"liberal"	"not in government"	6.5999999	"pro European integration"	4	1.5		4.75	5.3333335		5.6666665		6.4000001	6.6666665	5.3333335	5.5		5.5999999	6	6.8000002																														
"por"	"west"	"EU member state"	1999	5	1208	35211	"BE"	2.4	.9	1999	1.79	"rad left"	"not in government"	2.5	"anti European integration"	2.333333	3.333333		4.5	5		6		5	"strongly favors a common policy on environment"	6	3.5		2.5	2.5	2.5																														
"por"	"west"	"EU member state"	2002	7	1201	35229	"CDU"	6.9	5.2	2002	10.3	"rad left"	"not in government"	2.71	"anti European integration"	2.43	2.855556		2.86		2	4.5	5.57	6.83	5.67	5.5	3.86		1.57	1.14	2.43																														
"por"	"west"	"EU member state"	2002	7	1202	35520	"CDS-PP"	8.7	6.1	2002	8.2	"cons"	.5	3.71	"neutral"	3	5.366667		3.33		3	3.5	5.57	6.5	4.58	3.17	3.33		8.14	8.14	9.14																														
"por"	"west"	"EU member state"	2002	7	1205	35311	"PS"	37.8	41.7	2002	43.1	"socialist"	.5	6.86	"pro European integration"	3.57	1.855556		5.5		5.5	6	5.71	6.83	5.83	6	6.5		4	3.86	3.43																														
"por"	"west"	"EU member state"	2002	7	1206	35313	"PSD"	40.2	45.7	2002	31.1	"liberal"	.5	6.43	"pro European integration"	3.57	2.411111		5.17		5.33	5	5.71	6.83	5.42	5.17	5.83		6.43	7.29	7																														
"por"	"west"	"EU member state"	2006	10	1201	35229	"CDU"	7.6	6.1	2005	9.1	"rad left"	"not in government"	3.8	"neutral"	2.6	1.6		4.89		3.11			5.89			2.67	4.71	2.3	.9	2.5	.6	8.7	.7	7.6	.7	9.1	2.5	5.7	2.7	5.2	.38	5.7	2.8	5.9	2.75		6.29	5.14			5	4.56	2.5	5.33			.8	8.22	1.71	6.29
"por"	"west"	"EU member state"	2006	10	1202	35520	"CDS-PP"	7.3	5.2	2005		"christdem"	"in government"	5.3	"pro European integration"	2.5	3.6		5.22		5.38			6.44			4.63	3.29	7.2	8.3	8.9	7.7	8.1	8	7.6	7.2	4.8	8.1	7	9.1	6.3	9.11	8.4	7.9	7.7	7.75		7.43	5.43			7.22	6.11	6.63	4.89			8	5.22	6.57	6.86
"por"	"west"	"EU member state"	2006	10	1205	35311	"PS"	45	52.6	2005	44.5	"socialist"	"not in government"	6.9	"pro European integration"	3.2	2.2		6.22		5.78			6.78			6.25	5.75	4.3	4.8	3.8	3.7	7.7	5.4	6.1	3.3	6	4.5	5.1	3.7	5.2	3.33	4.6	4.9	6	4.13		4	4.14			3.44	3.67	2.75	5.56			4.8	4.56	3.43	5.71
"por"	"west"	"EU member state"	2006	10	1206	35313	"PSD"	28.8	32.6	2005	33.3	"liberal"	"in government"	6.6	"pro European integration"	2.9	3		6		6.11			6.78			5.63	4.71	6.7	7	7	6.2	7.4	7	6.8	5.6	5.7	6.4	5.6	6.6	5	6.22	5.5	6	6	5.63		5.43	4.29			5	3.78	5.25	5.22			6.4	4.89	5.14	5
"por"	"west"	"EU member state"	2006	10	1208	35211	"BE"	6.4	3.5	2005	4.9	"rad left"	"not in government"	"neutral"	"neutral"	2.6	2.5		5.22		3.22			6.22			2.56	5.29	1.4	1.2	.9	.6	8.7	.6	7.6	.7	9	1.8	8	.5	8.8	1.33	5.7	.9	7.75	.78		2.13	5.43			1.44	5.22	3	5.11			.6	8.44	.86	8.29
"por"	"west"	"EU member state"	2010	6	1201	35229	"CDU"	7.86	6.5	2009	10.64	"rad left"	"not in government"	3		2.5	.8333333	2.66667	4.75		2			6.1666665			2.1666667	5	.66666663	.5	1.6666667	.5	8.33333	.166667	5.6	.166667	9.16667	2.66667	5.5	2.16667	2.6	.4	3.6	2.16667	3.66667	3	2.66667	5.2	5.33333	3.83333	3.33333			4.33333	4	7	2.5			1.75	2
"por"	"west"	"EU member state"	2010	6	1202	35520	"CDS-PP"	10.43	9.1	2009	8.36	"christdem"	"not in government"	5.5		2.833333	2	1.16667	4.1999998		4.5999999			6.5			5.1999998	"neutral"	8	8.166667	8.8000002	8.33333	7.16667	7	6.6	6.33333	4.33333	9	7.66667	9.16667	5.2	8.6	8	8.5	7.33333	7.8	5.5	8	6.16667	6.8	2.66667			6.4	3.2	2.66667	2.33333			7.4	4.66667
"por"	"west"	"EU member state"	2010	6	1205	35311	"PS"	36.56	42.2	2009	26.53	"socialist"	"in government"	"strongly in favor"		3.5	1.5	1	6		6.4000001			"strongly favors the EU's cohesion policy"			6	5.25	4.1666665	4	2.3333333	2.66667	7.83333	4	4.6	3	6.33333	3.5	5.83333	1.5	6	2.2	4.2	4.33333	3.66667	2.6	3.5	3.25	3.2	4.5	3.5			3.5	4.33333	3	2.66667			2.75	2.2
"por"	"west"	"EU member state"	2010	6	1206	35313	"PSD"	29.11	35.2	2009	31.71	"liberal"	"not in government"	6.6666665		2.833333	2.166667	1	5.5999999		6.5999999			"strongly favors the EU's cohesion policy"			5.8333335	5	6.6666665	7	6.8333335	7.5	6.83333	6	6.2	5.5	5.33333	5.5	4.83333	6.5	3.6	6	4	6	3.83333	5.2	2.5	5.2	3.5	6.16667	2.66667			4.16667	3.33333	3.16667	2.33333			5	2
"por"	"west"	"EU member state"	2010	6	1208	35211	"BE"	9.81	7	2009	10.72	"rad left"	"not in government"	3.6666667		2.666667	1.833333	2	5.5999999		3.4000001			6.1666665			4.1666665	5	1.1666667	1	.16666663	.5	8	.5	6.6	.166667	9.16667	.5	6.83333	0	9.2	.2	4	.333333	7	.6	6	1.6	5	2	4.83333			4.4	2.8	7	3.33333			.6	5.66667
"aus"	"west"	"EU member state"	1999	5	1301	42320	"SPO"	33.2	35.5	1999	31.71	"socialist"	"not in government"	6.5999999	"pro European integration"	2.933333	2.5		5.5	5.3333335		6.8000002		5.5	5.5999999	5	5		4	4.1999998	4																														
"aus"	"west"	"EU member state"	1999	5	1302	42520	"OVP"	26.9	28.4	1999	30.67	"christdem"	"in government"	6.8000002	"pro European integration"	2.933333	.9999999		6	5.6666665		4.8000002		5.6666665	5.1999998	5	6.4000001		6.1999998	6.1999998	6.5																														
"aus"	"west"	"EU member state"	1999	5	1303	42420	"FPO"	26.9	28.4	1999	23.4	"rad right"	"in government"	2.5999999	"anti European integration"	2.666667	2.5		5.5	1.5		3.5		2.25	4.25	2	"neutral towards a common foreign and security policy"		7.9000001	6.4000001	7.0999999																														
"aus"	"west"	"EU member state"	1999	5	1304	42110	"GRUNE"	7.4	7.7	1999	9.29	"green"	"not in government"	5.3000002	"pro European integration"	2.666667	3.5		"strongly favors expanding EP powers"	5		6.1999998		6	6.3000002	6.3333335	"neutral towards a common foreign and security policy"		2.9000001	3	2																														
"aus"	"west"	"EU member state"	1999	5	1306	42421	"LIF"	3.7	0	1999	2.66	"liberal"	"not in government"	"strongly in favor"	"pro European integration"	3.2	.9999999		6.75	5.5		3.3333333		5	5.75	6	6.25		4.5999999	7.5999999	1.8																														
"aus"	"west"	"EU member state"	2002	8	1301	42320	"SPO"	36.5	37.7	2002	31.71	"socialist"	"not in government"	6.38	"pro European integration"	3	3.611111		5.63		5	6.43	4.14	5.75	5.75	5.57	5.13		3.75	3.44	3.38																														
"aus"	"west"	"EU member state"	2002	8	1302	42520	"OVP"	42.3	43.2	2002	23.4	"christdem"	"in government"	6.88	"pro European integration"	3.63	.9777778		5.5		5	5.14	6.29	6	5.38	6.29	6.5		7	7.56	8.25																														
"aus"	"west"	"EU member state"	2002	8	1303	42420	"FPO"	10	9.8	2002	30.67	"rad right"	"in government"	2.63	"anti European integration"	3.38	7.5		2.71		3	3	3.86	5	4.13	"neutral towards a common policy on political asylum"	3.63		8.63	7.31	9																														
"aus"	"west"	"EU member state"	2002	8	1304	42110	"GRUNE"	9.5	9.3	2002	9.29	"green"	"not in government"	6.13	"pro European integration"	3.13	3.2		6.25		4.86	6.14	"neutral toward agricultural policy"	5.88	6.88	6	5.13		2.83	2.83	1.38																														
"aus"	"west"	"EU member state"	2002	8	1306	42421	"LIF"	1	0	2002	2.66	"liberal"	"not in government"	6.67	"pro European integration"	2.6	2.222222		5.5		6.33	5	"strongly opposes agricultural policy"	3		5.5	6		4.6	7	2.4																														
"aus"	"west"	"EU member state"	2006	8	1301	42320	"SPO"	35.3	37.2	2006	33.3	"socialist"	"not in government"	6	"pro European integration"	3	4		5.33		4.33			5.5			4.17	2.33	3.38	2.83	3.5	2	7.5	2.83	5	2.17	7.33	3.67	5.83	3.5	4.67	2.17	3.5	5.33	5.83	4		1.83	5.67			4.17	4.83	6.67	3.5			2.83	4.17	3.67	3.83
"aus"	"west"	"EU member state"	2006	8	1302	42520	"OVP"	34.3	36.1	2006	32.7	"christdem"	"in government"	6.5	"pro European integration"	3.75	1.86		5.17		6.4			5.5			6.33	3	7	6.83	7.67	6.83	7	7.17	6	6.83	6	7.17	7.17	7.67	5.83	8	6.83	8.33	7.67	8.33		8.5	7.33			6	5.33	4.17	4.83			5.67	5	6.83	5.67
"aus"	"west"	"EU member state"	2006	8	1303	42420	"FPO"	11	11.5	2006	6.3	"rad right"	"not in government"	1.75	"anti European integration"	2.88	1.29		1.83		3			3.8			2.83	"strongly opposes"	9.67	4.83	9.67	5.67	6.5	5.67	3.33	2.67	5.5	9	7.83	9.5	7.33	5.17	5.5	9.83	9.67	9.83		6.33	5.5			9.83	9.67	6.17	4.17			1.33	5.33	9.83	7.83
"aus"	"west"	"EU member state"	2006	8	1304	42110	"GRUNE"	11.1	11.5	2006	12.9	"green"	"not in government"	6.13	"pro European integration"	2.75	4		6		3.5			5.6			4.17	5.17	2.17	2.6	.83	1.67	7.33	2.33	5.67	1.5	7.17	.83	8.17	.17	8.5	.67	4.17	1	9	.67		3	6.17			1.67	8.67	3.67	3.83			1	5.83	.5	6.83
"aus"	"west"	"EU member state"	2006	6	1306	42421	"LIF"			2006		"liberal"	"not in government"	6.4	"pro European integration"	2.83	1.67		6.25		6.25						6.33	5	4.4	7.5	1.4	8.25	8.5	8.6	8.25	6.6	4.74	.8	8.6	1	6	2.5	4.75	1.2	5.5	1.6		1.25	4.25			1.25	6	3	4			4.33	3	1.75	4
"aus"	"west"	"EU member state"	2006	8	1307		"BZO"	4.1	3.8	2006		"rad right"	"in government"	2.5	"anti European integration"	2.75	2.57		2.17		3.5			4.2			2.83	"strongly opposes"	8.83	6	8.83	6.17	6.33	6.33	3.5	3	5.5	8.83	7.5	7.83	6.67	4.5	5.17	9.5	9.17	9.67		6.67	6			9.5	9.33	5.33	5			2	5.17	9.67	7.67
"aus"	"west"	"EU member state"	2006	8	1308		"MARTIN"	2.8	0	2006	14	"no family"	"not in government"	2.71	"anti European integration"	3.88	3		5.2		4.4			4.33			4.4	1.75	4.2	"center"	3.4	6.2	5.2	5.75	3.5	4.8	3.4	3.4	7.4	3	2.2	4	2	5.25	3.8	4.75		3.4	2.4			4.6	4.2	2.8	2.2			3	3	4.5	2.6
"aus"	"west"	"EU member state"	2010	14	1301	42320	"SPO"	29.26	31.1	2008	23.74	"socialist"	"in government"	5.2857141		2.714286	3.538461	1.07143	5.3571429		4.5714288			5.9285712			5	3	3.3571429	2.6428571	3.9285712	2.92857	6.42857	3	5.5	3.07143	6.42857	4	5.07143	3.5	4.57143	3	3.28571	5.21429	6.14286	5.14286	6.35714	3.28571	4.71429	4.92857	4.78571			6.21429	4.5	5.15385	4.28571			4.07143	5.23077
"aus"	"west"	"EU member state"	2010	14	1302	42520	"OVP"	25.98	27.9	2008	29.98	"christdem"	"in government"	6.4285712		2.928571	2.428571	1	5.7142859		6.5714288			6.2142859			6.1428571	2.7142856	7.0714283	6.8571429	7.2142859	7.14286	6.5	7	6.71429	6.71429	5.57143	7.28571	6.92857	7.21429	5.71429	7.78571	6.78571	8.07143	7.92857	8.07143	7.78571	7.21429	6.57143	6.64286	4.85714			3.21429	6.14286	4.07692	4.78571			6.07143	5.53846
"aus"	"west"	"EU member state"	2010	14	1303	42420	"FPO"	17.54	18.6	2008	12.71	"rad right"	"not in government"	1.9285715		3.214286	2.285714	2.92857	3.3571429		2.6428571			3.4285715			2.3571429	1.0714285	8.9285717	"center"	8.7142859	5.57143	5.5	5.07143	5.28571	4.85714	5.14286	8.71429	8.57143	8.21429	6.57143	7	6.5	9.5	9.78571	9.57143	9.57143	4.57143	5.07143	6.64286	3.5			4.5	4.28571	6	4.5			8.92857	8
"aus"	"west"	"EU member state"	2010	14	1304	42110	"GRUNE"	10.43	10.9	2008	9.93	"regionalist"	"not in government"	6.0714288		2.785714	2.538461	1.21429	6.3076925		5			6.1666665			5.2857141	5.3571429	2.2857144	2.2142856	1.5	2	6.71429	2.35714	5.5	2	6.28571	1.71429	7.42857	.857143	8.07143	1.85714	3.71429	1.5	7.92857	1.64286	7.85714	3	5.57143	1.14286	8.57143			4.21429	4.78571	6.23077	5.14286			1.85714	8.07692
"aus"	"west"	"EU member state"	2010	14	1307		"BZO"	10.7	11.5	2008	4.58	"rad right"	"not in government"	2.4285715		2.692308	2.846154	2.92857	3.3571429		3.2142856			3.8461537			2.8571429	1.2142857	8.2857141	7.2857141	7.7857141	7.28571	6.21429	7.78571	6.78571	6.42857	5.07143	7.71429	7.5	7.35714	6.42857	5.84615	5.21429	8.57143	8.64286	8.78571	8.5	4.61538	4.57143	7.21429	3.57143			4.54545	4.76923	6	4			8.07143	7.07692
"aus"	"west"	"EU member state"	2010	14	1308		"MARTIN"			2008	17.67	"no family"	"not in government"	3.8333333		3.909091	1.333333	2.46154	5.090909		4.7777777			5.1428571			"neutral towards a common foreign and security policy"	2.2857144	4.7777777	3.7142859	"center"	4.6	4	4	3.875	4.2	4.57143	4.77778	4.88889	3.85714	3.42857	3.375	3.75	5.625	5.125	6	4.75	4.4	3.25	3.8	2.42857			3.75	3.42857	5.66667	2.57143			5.85714	4.16667
"fin"	"west"	"EU member state"	1999	5	1401	14320	"SDP"	22.9	25.5	1999	17.9	"socialist"	"in government"	6.5999999	"pro European integration"	3.2	2		5	4.4000001		5.5999999		5.1999998	6.4000001	5	5.1999998		3.4000001	3.4000001	4.5999999																														
"fin"	"west"	"EU member state"	1999	5	1402	14620	"KOK"	21	23	1999	25.3	"cons"	"in government"	"strongly in favor"	"pro European integration"	3.2	0		4.5999999	5.1999998		"neutral towards a common employment policy"		4.5999999	6	5	5.5999999		7.5999999	8.1999998	5.4000001																														
"fin"	"west"	"EU member state"	1999	5	1403	14810	"KESK"	22.4	24	1999	21.3	"agrarian"	"not in government"	"neutral"	"neutral"	2.933333	4.5		3	2.4000001		2.8		4.4000001	5.5999999	2.2	2.2		5.5999999	5.4000001	7.5999999																														
"fin"	"west"	"EU member state"	1999	5	1404	14223	"VAS"	10.9	10	1999	9.1	"rad left"	"in government"	5	"pro European integration"	2.666667	3.5		5	3.5999999		5.4000001		5.4000001	6.4000001	5.1999998	3.5999999		2	1.8	3.8																														
"fin"	"west"	"EU member state"	1999	5	1405	14820	"PS"	1	.5	1999		"agrarian"	"not in government"	2	"anti European integration"	2.666667	.9999999		3	1.4		1.6		"neutral towards the EU's cohesion policy"	4.1999998	1.2	1.2		6.8000002	5.4000001	7.8000002																														
"fin"	"west"	"EU member state"	1999	5	1406	14901	"SFP"	5.1	5.5	1999	6.8	"regionalist"	"in government"	6.4000001	"pro European integration"	2.933333	1.5		4.5999999	4.1999998		3.8		4.8000002	6	5.4000001	5.8000002		6.5999999	7	4.5999999																														
"fin"	"west"	"EU member state"	1999	5	1408	14110	"VIHR"	7.3	5.5	1999	13.4	"green"	"in government"	5.1999998	"pro European integration"	2.666667	3		5.5999999	3.5999999		5		5.4000001	6.8000002	5.4000001	3.5999999		3.8	3.8	3.5999999																														
"fin"	"west"	"EU member state"	1999	5	1409	14520	"SKL"	4.2	5	1999	2.4	"protestant"	"not in government"	2.5999999	"anti European integration"	2.4	3		3.4000001	1.6		2.8		4.1999998	4.5999999	3	1.8		7	5.5999999	7.5999999																														
"fin"	"west"	"EU member state"	1999	5	1411		"SEP/EKA"			1999		"no family"	"not in government"	2.5	"anti European integration"	2.333333	1.25		3.75	1.75		2		4.25	4.5	1.75	1.75		6.3333335	5.6666665	7.75																														
"fin"	"west"	"EU member state"	1999	5	1412		"REM"	1.1	.5	1999		"no family"	"not in government"	"neutral"	"neutral"	2.666667	1.875		3.8	2.8		3.5999999		4.5999999	4.8000002	2.2	2.4000001		6.5999999	5.8000002	6.8000002																														
"fin"	"west"	"EU member state"	1999	5	1413		"KIPU"	.4	.5	1999		"green"	"not in government"	2.5	"anti European integration"	2.333333	0		3.75	1.75		2		4.25	4.5	1.75	1.75		4.75	4.5	3.75																														
